full_id,osm_id,osm_type,building,building:levels,name,name:en,name:zh,type,layer,addr:housenumber,addr:street,alt_name,old_name,old_name:en,old_name:zh,shop,wheelchair,addr:housename,addr:housename:en,addr:housename:zh,addr:street:en,addr:street:zh,addr:suburb,addr:suburb:en,addr:suburb:zh,building:levels:ref,building:levels:underground,building:levels:underground:ref,landuse,roof:levels,roof:shape,wikidata,wikipedia,source_ref:url,toilets:wheelchair,wheelchair:description,amenity,addr:city,leisure,opening_hours,information,tourism,fee,parking,isced:level,man_made,religion,description,description:en,description:zh,location,abutters,building:min_level,commercial,retail,public_transport,residential,changing_table,toilets:disposal,toilets:handwashing,unisex,emergency,pumping_station,substance,name:zh-Hans,name:zh-Hant,ref,mall,is_in,is_in:en,is_in:zh,alt_name:zh,denomination,website,office,short_name:en,short_name:zh,drinking_water,drinking_water:access,operator:type,ownership,service,usage,wheelchair:description:en,wheelchair:description:zh,power,height,capacity,supervised,operator,substation,addr:street:wikidata,government,social_facility,social_facility:for,access,salt,utility,frequency,power:separate,voltage,voltage:primary,healthcare,addr:district,addr:province,building:designation,building:designation:en,building:designation:zh,start_date,shelter_type,house,alt_addr:housenumber,alt_addr:street,access:conditional,train,pipeline,railway,ventilation,classrooms,service_times,tower:type,construction,building:function
w109743785,"109743785",way,apartments,"41",第三座 Tower 3,Tower 3,第三座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743787,"109743787",way,yes,,萬佛塔 Ten-Thousand-Buddha Pagoda,Ten-Thousand-Buddha Pagoda,萬佛塔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743790,"109743790",way,yes,,僧舍 Domintary,Domintary,僧舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743791,"109743791",way,apartments,"41",第五座 Tower 5,Tower 5,第五座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743792,"109743792",way,apartments,"37",第2座 Block 2,Block 2,第2座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743794,"109743794",way,yes,,水車磨坊 The Mill,The Mill,水車磨坊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743797,"109743797",way,yes,,賓霞洞 Bun Ha Tung,Bun Ha Tung,賓霞洞,,,,,,,,,,,,,,,,,,,,,,,,,Q15944027,,,,,place_of_worship,,,,,,,,,,taoist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743798,"109743798",way,apartments,"40",第3座 Block 3,Block 3,第3座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743799,"109743799",way,apartments,"37",瓊瑋閣 King Wai House,King Wai House,瓊瑋閣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743800,"109743800",way,yes,,圓滿閣 Pavilion of Absolute of Perfection,Pavilion of Absolute of Perfection,圓滿閣,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743805,"109743805",way,yes,,藏經樓 Scripture Library,Scripture Library,藏經樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743811,"109743811",way,apartments,"38",瓊泰閣 King Tai House,King Tai House,瓊泰閣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743813,"109743813",way,apartments,"37",第1座 Block 1,Block 1,第1座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109743815,"109743815",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748425,"109748425",way,apartments,"21",錦雲樓 Kam Wan House,Kam Wan House,錦雲樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748427,"109748427",way,apartments,"21",綠晶樓 Luk Ching House,Luk Ching House,綠晶樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748429,"109748429",way,apartments,"21",碧海樓 Pik Hoi House,Pik Hoi House,碧海樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748431,"109748431",way,apartments,"7",金漢樓 Kam Hon House,Kam Hon House,金漢樓,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748432,"109748432",way,apartments,"21",紅萼樓 Hung Ngok House,Hung Ngok House,紅萼樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748434,"109748434",way,apartments,"21",翠瓊樓 Chui King House,Chui King House,翠瓊樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748435,"109748435",way,apartments,"21",丹鳳樓 Tan Fung House,Tan Fung House,丹鳳樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748436,"109748436",way,apartments,"21",白雪樓 Pak Suet House,Pak Suet House,白雪樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748437,"109748437",way,apartments,"7",金碧樓 Kam Pik House,Kam Pik House,金碧樓,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748438,"109748438",way,apartments,"21",紫薇樓 Chi Mei House,Chi Mei House,紫薇樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109748439,"109748439",way,apartments,"7",金華樓 Kam Wah House,Kam Wah House,金華樓,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770958,"109770958",way,apartments,"23",第五座 Block 5,Block 5,第五座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770961,"109770961",way,apartments,"23",第一座 Block 1,Block 1,第一座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770964,"109770964",way,apartments,"23",第六座 Block 6,Block 6,第六座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770966,"109770966",way,apartments,"23",第三座 Block 3,Block 3,第三座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770970,"109770970",way,yes,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770971,"109770971",way,apartments,"23",第二座 Block 2,Block 2,第二座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770974,"109770974",way,apartments,"31",第十座 Block 10,Block 10,第十座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770975,"109770975",way,apartments,"30",第七座 Block 7,Block 7,第七座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770978,"109770978",way,apartments,"30",第八座 Block 8,Block 8,第八座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770981,"109770981",way,apartments,"23",第四座 Block 4,Block 4,第四座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770983,"109770983",way,apartments,"30",第十一座 Block 11,Block 11,第十一座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770986,"109770986",way,apartments,"30",第九座 Block 9,Block 9,第九座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109770990,"109770990",way,apartments,"23",第十二座 Block 12,Block 12,第十二座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114028,"110114028",way,apartments,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114041,"110114041",way,yes,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114062,"110114062",way,apartments,"37",第1座 Block 1,Block 1,第1座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114099,"110114099",way,apartments,"32",第2座 Tower 2,Tower 2,第2座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114106,"110114106",way,yes,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114121,"110114121",way,apartments,"32",第2座 Block 2,Block 2,第2座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114128,"110114128",way,apartments,"27",日月樓 Yat Yuet House,Yat Yuet House,日月樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114134,"110114134",way,apartments,"29",時雨樓 Sze Yu House,Sze Yu House,時雨樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114151,"110114151",way,apartments,"34",第6座 Block 6,Block 6,第6座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114181,"110114181",way,apartments,"38",第3座 Block 3,Block 3,第3座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114203,"110114203",way,apartments,"38",第1座 Block 1,Block 1,第1座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114226,"110114226",way,apartments,"32",第1座 Block 1,Block 1,第1座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114245,"110114245",way,yes,"7",彩雲商場二期 Choi Wan Shopping Centre Phase 2,Choi Wan Shopping Centre Phase 2,彩雲商場二期,,"1",,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114250,"110114250",way,yes,"2",牛池灣體育館 Ngau Chi Wan Sports Centre,Ngau Chi Wan Sports Centre,牛池灣體育館,,"2",,,,,,,,,,,,,,,,,,,,,,,Q86915241,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114264,"110114264",way,yes,,彩雲商場 Choi Wan Complex,Choi Wan Complex,彩雲商場,,"1",,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114266,"110114266",way,apartments,"26",瓊宮樓 King Kung House,King Kung House,瓊宮樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114273,"110114273",way,apartments,"37",第3座 Block 3,Block 3,第3座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114277,"110114277",way,apartments,"16",景新樓 King San House,King San House,景新樓,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114279,"110114279",way,apartments,"41",彩葉樓 Choi Yip House,Choi Yip House,彩葉樓,,"1",,,,,,,,,彩輝邨 Choi Fai Estate,Choi Fai Estate,彩輝邨,,,,,,,,,,"2",flat,,,,,,,,,,,,,,,,,,,,podium,retail,"2",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114290,"110114290",way,apartments,"27",甘霖樓 Kam Lam House,Kam Lam House,甘霖樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114302,"110114302",way,apartments,"29",長波樓 Cheung Bor House,Cheung Bor House,長波樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114306,"110114306",way,civic,"8",牛池灣文娛中心 Ngau Chi Wan Civic Centre,Ngau Chi Wan Civic Centre,牛池灣文娛中心,,"2",,,,,,,,,,,,,,,,,,,,,,,Q15935494,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114312,"110114312",way,yes,,彩雲市場 Choi Wan Market,Choi Wan Market,彩雲市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114319,"110114319",way,apartments,"27",白虹樓 Pak Hung House,Pak Hung House,白虹樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114334,"110114334",way,apartments,"28",玉宇樓 Yok Yu House,Yok Yu House,玉宇樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114342,"110114342",way,apartments,"29",觀日樓 Koon Yat House,Koon Yat House,觀日樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114347,"110114347",way,apartments,"29",白鳳樓 Pak Fung House,Pak Fung House,白鳳樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114350,"110114350",way,apartments,"34",第2座 Block 2,Block 2,第2座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114355,"110114355",way,yes,"4",牛池灣市政大廈 Ngau Chi Wan Municipal Services Building,Ngau Chi Wan Municipal Services Building,牛池灣市政大廈,,"1","29",Clear Water Bay Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114358,"110114358",way,apartments,"37",第2座 Block 2,Block 2,第2座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114361,"110114361",way,apartments,"37",第5座 Block 5,Block 5,第5座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114376,"110114376",way,yes,,彩雲商場三期 Choi Wan Shopping Centre Phase 3,Choi Wan Shopping Centre Phase 3,彩雲商場三期,,,,,,,,,mall,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114378,"110114378",way,apartments,"27",伴月樓 Boon Yuet House,Boon Yuet House,伴月樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114382,"110114382",way,apartments,"32",第1座 Tower 1,Tower 1,第1座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114386,"110114386",way,apartments,"27",玉麟樓 Yuk Lun House,Yuk Lun House,玉麟樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114399,"110114399",way,apartments,"29",繡文樓 Sau Man House,Sau Man House,繡文樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114408,"110114408",way,yes,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114414,"110114414",way,apartments,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114425,"110114425",way,apartments,"34",第1座 Block 1,Block 1,第1座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114433,"110114433",way,apartments,"27",銀河樓 Ngan Ho House,Ngan Ho House,銀河樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114435,"110114435",way,apartments,"41",彩華樓 Choi Wah House,Choi Wah House,彩華樓,,"1",,,,,,,,,彩輝邨 Choi Fai Estate,Choi Fai Estate,彩輝邨,,,,,,,,,,"2",flat,,,,,,,,,,,,,,,,,,,,podium,retail,"2",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114443,"110114443",way,apartments,"27",紫霄樓 Chi Siu House,Chi Siu House,紫霄樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114447,"110114447",way,yes,"3",Car park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w110114448,"110114448",way,apartments,"29",星辰樓 Sing San House,Sing San House,星辰樓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
