sampleid,x,y
2227,841171.588,819157.480
2228,840938.558,819316.051
2229,840945.599,819313.140
2230,840927.705,819320.539
2231,840915.863,819325.436
2232,840921.458,819323.122
2233,840910.764,819327.544
2234,840932.879,819318.399
2235,840626.042,819389.623
2236,840630.211,819385.646
2237,840648.917,819367.802
2238,840643.302,819373.159
2239,840638.082,819378.138
2240,840653.542,819363.391
2241,840658.174,819358.973
2242,840621.053,819394.382
2243,840634.273,819381.771
2244,841164.818,818806.954
2245,841143.781,818832.350
2246,841119.284,818861.925
2247,841083.386,818904.677
2248,841127.296,818852.252
2249,841089.452,818897.575
2250,841103.623,818880.831
2251,841098.415,818887.083
2252,841133.702,818844.518
2253,841150.225,818824.571
2254,841180.021,818788.601
2255,841124.005,818856.225
2256,841153.757,818820.307
2257,841191.977,818774.167
2258,841157.926,818815.274
2259,841173.287,818796.730
2260,841093.259,818893.119
2261,841140.588,818836.205
2262,841185.127,818782.437
2263,841112.562,818870.039
2264,841107.561,818876.076
2265,841168.328,818802.716
2266,841195.271,818770.190
2267,841176.714,818792.593
2268,841188.516,818778.345
2269,841136.928,818840.624
2270,841161.339,818811.154
2271,841115.869,818866.047
2272,841130.496,818848.388
2273,840715.697,819448.546
2274,840732.176,819432.221
2275,840759.433,819405.218
2276,840697.856,819465.405
2277,840754.871,819409.737
2278,840701.738,819461.759
2279,840774.642,819390.151
2280,840720.533,819443.755
2281,840765.295,819399.411
2282,840744.667,819419.847
2283,840709.090,819454.855
2284,840770.324,819394.429
2285,840780.431,819384.417
2286,840739.516,819424.950
2287,840725.461,819438.873
2288,840705.413,819458.309
2289,840750.714,819413.856
2290,840735.894,819428.537
2291,840679.339,819478.996
2292,840666.719,819479.375
2293,840622.186,819437.570
2294,840672.342,819479.634
2295,840652.779,819468.479
2296,840641.504,819457.088
2297,840628.253,819443.700
2298,840661.355,819477.144
2299,840636.044,819451.571
2300,840685.444,819474.796
2301,840693.488,819468.934
2302,840612.791,819428.078
2303,840647.095,819462.736
2304,840617.711,819433.050
2305,840608.977,819424.225
2306,840632.524,819448.015
2307,840657.721,819473.472
2308,840592.231,819423.255
2309,840600.554,819420.695
2310,840606.939,819422.443
2311,840587.404,819425.162
2312,840609.636,819412.859
2313,840619.805,819396.022
2314,840616.318,819401.674
2315,840607.586,819421.115
2316,840612.850,819407.295
2317,840435.948,819533.364
2318,840397.398,819500.097
2319,840408.108,819504.882
2320,840485.275,819584.899
2321,840462.660,819616.878
2322,840412.141,819509.009
2323,840473.176,819599.561
2324,840465.245,819606.772
2325,840459.727,819557.692
2326,840478.420,819576.815
2327,840455.376,819553.240
2328,840389.841,819506.669
2329,840482.108,819580.588
2330,840441.437,819538.980
2331,840474.302,819572.602
2332,840431.372,819528.683
2333,840469.923,819568.122
2334,840446.034,819543.682
2335,840449.880,819547.617
2336,840404.479,819501.384
2337,840416.006,819512.962
2338,840422.833,819519.947
2339,840483.987,819591.601
2340,840427.002,819524.212
2341,840478.711,819595.863
2342,840469.209,819602.655
2343,840465.708,819563.810
2344,840463.015,819611.260
2345,840393.547,819503.304
2346,840120.431,819691.372
2347,840098.701,819667.621
2348,840110.481,819680.496
2349,840137.659,819710.204
2350,840125.436,819696.843
2351,840143.225,819716.287
2352,840104.336,819673.780
2353,840086.655,819654.453
2354,840129.511,819701.297
2355,840094.925,819663.493
2356,840116.264,819686.818
2357,840090.347,819658.489
2358,840133.981,819706.183
