,frame,length,turning_smoothed,turning
2150,2150,,-0.0820841033406857,-0.086450651687374
2151,2151,,-0.12855833385943713,-0.1388272254139436
2152,2152,,-0.17294370612562593,-0.1583844062883662
2153,2153,,-0.21605354253967793,-0.2100531116839327
2154,2154,,-0.25659823181353253,-0.2614060655123145
2155,2155,,-0.2950196697530185,-0.2960314411018955
2156,2156,,-0.3298911504813506,-0.3316803493899151
2157,2157,,-0.36195647459590036,-0.3665652969899199
2158,2158,,-0.3906621554326984,-0.3838824615170975
2159,2159,,-0.4153551294061513,-0.4182243295792291
2160,2160,,-0.4349298662678566,-0.4364878517113545
2161,2161,,-0.45087346832489783,-0.4536582754189974
2162,2162,,-0.46334705605499504,-0.4705203530219765
2163,2163,,-0.4714162906198594,-0.4708813787930019
2164,2164,,-0.47521345287658756,-0.4712180080779402
2165,2165,,-0.4756400769390255,-0.4708689415197977
2166,2166,,-0.47152135264380934,-0.4712441479547916
2167,2167,,-0.4623112453578114,-0.4539013289182103
2168,2168,,-0.45132807863676894,-0.4532440675862271
2169,2169,,-0.4355320353564178,-0.4358067032767299
2170,2170,,-0.41553478522489234,-0.4183732499057529
2171,2171,,-0.39103761471722764,-0.3842258073569241
2172,2172,,-0.3630267574425009,-0.3659207016420874
2173,2173,,-0.33114891347070874,-0.331184236802643
2174,2174,,-0.2964810261482831,-0.3129445197977564
2175,2175,,-0.2586472124289169,-0.2615451947363801
2176,2176,,-0.21740654441544682,-0.2097406116941052
2177,2177,,-0.1739560277504164,-0.1749484420951356
2178,2178,,-0.12793615902625402,-0.1368442726162818
2179,2179,,-0.08054077700478975,-0.0693331336882085
2180,2180,,-0.03234615235813668,-0.0324561312290193
2181,2181,,0.01542937286790702,0.017951392822097
2182,2182,,0.06309709220245702,0.0706219073058545
2183,2183,,0.10927339890395713,0.1024766479189449
2184,2184,,0.15411227763500368,0.1561762847251177
2185,2185,,0.19714119282857406,0.1913996290396324
2186,2186,,0.23853706450876522,0.2433552879295413
2187,2187,,0.2769673614660847,0.2789874168058883
2188,2188,,0.31303150417855546,0.3131654723003283
2189,2189,,0.345600991114217,0.3478883912799954
2190,2190,,0.3753736855767812,0.3670952730516277
2191,2191,,0.4003017126150407,0.4014211498504231
2192,2192,,0.4213212212857459,0.4187699824897898
2193,2193,,0.439262801111044,0.4367668051135692
2194,2194,,0.45403246817641174,0.453742856560897
2195,2195,,0.462939426345219,0.4704968169647411
2196,2196,,0.4685905996289197,0.47066633378956
2197,2197,,0.4689546797290631,0.4711804232041847
2198,2198,,0.4642157940697192,0.4710666567671717
2199,2199,,0.45595643017998483,0.4542139265948053
2200,2200,,0.4437634482248272,0.4364639744363998
