buildingid,gfa,height,x,y,buildingnameid,lastupdated,buildingname
1810059027,12766.123,129.7,838298.442,821567.663,1810010884,01/07/2014,The Latitude Tower 2A
1810059028,13499.172,129.7,838263.811,821567.876,1810010864,01/07/2014,The Latitude Tower 1A
1810059822,11337.982,129.7,838262.828,821580.751,1810010784,01/07/2014,The Latitude Tower 1B
1810059823,11991.419,129.7,838299.962,821580.404,1810010885,01/07/2014,The Latitude Tower 2B
1108221462,11973.521,100.1,838267.059,822546.205,1109617449,01/07/2014,Hsin Kuang Centre Block 1
1108221434,8034.651,67.1,838371.572,822556.75,1109617510,01/07/2014,Tropicana Gardens Block 2
1108221377,8023.963,67.3,838344.913,822579.36,1109617495,01/07/2014,Tropicana Gardens Block 3
1108221455,7989.692,67.4,838326.418,822549.82,1109617487,01/07/2014,Tropicana Gardens Block 1
1108221451,11723.55,100.1,838292.305,822550.123,1109617463,01/07/2014,Hsin Kuang Centre Block 2
1108221716,3112.124,22.6,838341.327,822445.401,1109617492,01/07/2014,Redemption Lutheran Church
1108221723,398.755,10,838358.327,822445.722,1109617499,01/07/2014,Redemption Lutheran Kindergarten
1108222048,12560.628,32.2,838422.36,822320.635,1109617546,01/07/2014,Hong Kong Sheng Kung Hui Nursing Home
1810163997,980.159,6.3,838752,821777.693,,,
1810164119,45661.361,93.8,838697.465,821781.753,1810046274,08/08/2017,King Tai Court
1810164120,141.47,5.5,838684.409,821769.143,,,
1108225273,24052.276,33.6,837599.657,821546.926,1109616780,01/07/2014,Mei Tung House
1108226613,22247.639,123.4,837929.062,821305.414,1109617289,01/07/2014,LE BILLIONNAIRE
1108224113,22928.649,31.7,838447.438,821804.282,1109617551,01/07/2014,Victorious Factory Building
1108224433,25488.957,67.5,838618.339,821742.501,1109617686,01/07/2014,Chiap King Industrial Building
1108224555,16606.108,41.1,838572.078,821723.325,1109617670,01/07/2014,Chiu Tat Factory Building
1108224666,23316.093,63.6,838548.673,821706.175,1109617663,01/07/2014,Prince Industrial Building
1108224731,15910.755,34.1,838496.628,821687.848,1109617623,01/07/2014,Tai King Industrial Building
1108223953,6913.835,37.9,838431.929,821849.868,1109617567,01/07/2014,Wing Sam 2nd Industrial Building
1108224691,32296.217,100.4,838519.29,821705.484,1109617648,01/07/2014,New Trend Centre
1108223477,55218.009,103,838361.332,821958.076,1109617500,01/07/2014,New Tech Plaza
1108223599,56951.871,46.1,838318.709,821903.562,1109617470,01/07/2014,Wah Hing Industrial Mansions
1108223611,12659.146,59.5,838918.189,821929.683,1109617787,01/07/2014,Rhythm Garden Block 12
1108224257,16555.805,52.7,838356.014,821778.326,1109617497,01/07/2014,Hong King Building
1108224376,1224.479,47.1,838398.047,821774.034,1109617530,01/07/2014,Wealth Court
1108222450,41199.424,41.7,838522.79,822204.166,1109617657,01/07/2014,Wong King Industrial Building
1108222751,4457.215,27.4,838520.066,822150.609,1109617647,01/07/2014,Startex Industrial Building
1108222817,492.021,4.2,838297.807,822139.583,1109617471,01/07/2014,Urban Council Children Activities Centre
1108222919,30337.384,98.7,838622.885,822101.394,1109617690,01/07/2014,New Treasure Centre
1108222953,5440.944,65.8,838447.944,822106.1,1109617575,01/07/2014,Yip Fung Industrial Building
1108223012,15930.107,45.3,838639.83,822081.895,1109617695,01/07/2014,Lee King Industrial Building
1108223112,13105.759,65.1,838408.711,822060.333,1109617535,01/07/2014,Success Industrial Building
1108223153,52300.652,43.2,838519.769,822029.749,1109617631,01/07/2014,Chung Hing Industrial Mansions
1108223159,24634.052,67.7,838699.678,822039.232,1109617713,01/07/2014,Wing Shing Industrial Building
1108223095,380.835,4.9,838552.252,822068.996,1109617664,01/07/2014,Luk Hop Street Substation
1108223117,7875.927,23.7,838586.969,822053.876,1109617675,01/07/2014,On Loong Factory Building
1108223196,27891.313,43.3,838726.079,822020.4,1109617730,01/07/2014,Lee Sum Factory Building
1108223240,13313.615,17.2,838282.556,822006.152,1109617455,01/07/2014,Choi Hung Road Sports Centre
1108223319,38531.733,64.6,838392.034,821998.201,1109617531,01/07/2014,Laurels Industrial Centre
1108223316,15889.213,16.2,838839.795,821995.021,1109617766,01/07/2014,Canossa Primary School (San Po Kong)
1108223277,13018.473,59.4,838940.252,822018.898,1109617793,01/07/2014,Rhythm Garden Block 1
1108223406,45470.399,68.7,838595.329,821973.671,1109617684,01/07/2014,Luk Hop Industrial Building
1108223389,14168.185,69.4,838493.142,821994.046,1109617620,01/07/2014,Pat Tat Industrial Building
1108223508,25842.374,66.8,838442.493,821951.822,1109617576,01/07/2014,Perfect Industrial Building
1108223498,18419.076,94.5,838534.954,821958.194,1109617660,01/07/2014,Well Tech Centre
1108223548,10281.131,41.8,838561.156,821944.982,1109617668,01/07/2014,Lee Chung Industrial Building
1108223391,20732.762,61.8,838691.523,821988.806,1109617711,01/07/2014,Galaxy Factory Building
1108223466,25601.26,79.3,838719.784,821965.78,1109617723,01/07/2014,Wang Fai Industrial Building
1108224165,111.352,7.6,839069.838,821823.919,1109617826,01/07/2014,Choi Hung Noise Enclosure Substation
1810170121,552.634,8,839384.724,821979.631,1810048987,13/04/2018,Hong Kong Breast Cancer Foundation Jockey Club Breast Health Centre (Kowloon)
1108222287,29564.228,39.9,837331.153,822228.552,1109616318,01/07/2014,Wang Yat House
1108221443,14081.398,89.5,839702.598,822549.951,1109618068,01/07/2014,King Shan Court Block B
1108221390,9481.501,104.3,839823.686,822578.002,1109618121,01/07/2014,Hill Top Gardens Block 1
1108220035,1002.893,18.3,838312.038,823481.565,,,
1108220023,795.257,15.8,838363.227,823503.475,,,
1108220022,277.13,10,838318.641,823507.526,,,
1108220014,157.051,4.9,838701.103,823521.309,,,
1108220038,17485.365,27.3,838822.105,823446.652,1109617758,01/07/2014,Tsz Ching Estate Ancillary Facilities Block
1108220030,1543.49,19.8,838326.085,823485.6,,,
1108220032,289.943,8.9,838365.436,823484.593,,,
1108220007,593.386,4.8,838698.203,823536.517,1810017969,01/07/2014,Tsz Ching Shopping Centre I
1108219995,19907.334,23.7,838453.429,823541.007,,,
1108220019,31849.029,70.2,838728.141,823495.235,1109617726,01/07/2014,Ching Fai House
1108220024,159.531,7.3,838328.198,823506.944,,,
1108220104,110.098,5.4,838410.398,823376.783,,,
1108220166,580.443,10.4,838073.155,823302.126,,,
1108220123,39912.29,107.6,838423.25,823344.434,1109617545,01/07/2014,Lok Tin House
1108220157,21791.56,28.1,838038.734,823286.699,,,
1108220143,39947.399,107.8,838527.39,823313.521,1109617654,01/07/2014,Lok Cheung House
1108220224,815.583,6.8,838100.915,823255.461,1109617363,01/07/2014,Tsz Wan Shan 400kV Substation Office
1108222879,20447.932,96.8,840146.75,822115.72,1109618246,01/07/2014,Fung Shing Street Disciplined Services Quarters Block 2
1108221522,138.118,4,839869.079,822526.709,,,
1108221514,9556.064,104.3,839894.006,822525.222,1109618143,01/07/2014,Hill Top Gardens Block 3
1108221867,22063.461,103.7,839731.026,822390.86,1109618079,01/07/2014,Kingsford Terrace Block 1
1108221863,21414.537,100.6,839773.264,822392.318,1109618095,01/07/2014,Kingsford Terrace BLock 2
1108221830,23361.314,108.4,839840.49,822406.812,1109618124,01/07/2014,Kingsford Terrace Block 3
1108221952,27254.86,128.2,839827.833,822366.806,1109618122,01/07/2014,Kingsford Terrace Block 4
1108222068,27254.864,127.2,839815.211,822326.719,1109618115,01/07/2014,Kingsford Terrace Block 5
1108222738,20444.242,96.5,840126.127,822150.303,1109618238,01/07/2014,Fung Shing Street Disciplined Services Quarters Block 1
1108224097,10708.681,27,837490.808,821813.979,1109616640,01/07/2014,The Hong Kong Buddhist Hospital Block B
1108220228,486.758,9.9,838072.693,823256.758,,,
1108220468,376.774,15.5,838933.794,823070.229,1109617789,01/07/2014,Gartside Building
1108220409,613.596,14.1,838851.328,823110.394,1109617762,01/07/2014,Kwong Fat Building
1108220441,692.333,16.4,838850.204,823087.628,1109617764,01/07/2014,Cho Keung Building
1108220464,512.89,17.3,838950.273,823070.71,1109617803,01/07/2014,Wan Wah Mansion
1108220513,452.94,17.4,838792.926,823033.278,,,
1108220551,10119.719,56.2,837544.656,822995.098,1109616733,01/07/2014,Tsui Chuk Garden Block 14
1108220496,11257.535,60.7,837530.811,823038.87,1109616717,01/07/2014,Tsui Chuk Garden Block 13
1108220487,332.677,14.3,838936.603,823057.395,1109617790,01/07/2014,Po King House
1108220494,350.903,15.1,838937.521,823051.134,1109617795,01/07/2014,Wah Fung House
1108220481,639.215,17.1,838950.767,823056.944,1109617805,01/07/2014,Po Fong House
1108223365,13891.745,91.1,839523.274,822003.705,1109617990,01/07/2014,Bay View Garden Block 1
1108223478,12777.668,91,839530.084,821970.883,1109617994,01/07/2014,Bay View Garden Block 2
1108223497,13751.063,91.1,839567.602,821964.35,1109618005,01/07/2014,Bay View Garden Block 3
1108224065,10699.61,18,839379.462,821810.283,1109617934,01/07/2014,Choi Hung Estate Catholic Secondary School
1108224131,12866.275,18.5,839269.833,821801.957,1109617900,01/07/2014,S.K.H. St. Benedict's School
1108220504,273.405,11.6,838938.472,823044.518,1109617794,01/07/2014,Comme House
1108220562,4386.839,69.8,838474.784,822998.406,1109617609,01/07/2014,The Vista Block 2
1108220842,987.433,65.1,838240.016,822825.634,1109617424,01/07/2014,Dragon Glory Mansion
1108220830,4213.884,68.5,838323.427,822824.928,1109617485,01/07/2014,Tsui Fung House
1108220541,489.153,12.1,838477.998,823013.866,1109617608,01/07/2014,San Fai Building
1108220501,321.315,13,838953.403,823046.208,1109617807,01/07/2014,Man Fung Building
1108220792,861.365,16.3,838454.841,822840.388,1109617587,01/07/2014,Wah Chi Mansion
1108220532,639.961,12.1,838427.56,823018.125,1109617547,01/07/2014,San Ning Building
1108220534,468.43,12.1,838452.693,823016.418,1109617581,01/07/2014,San Cheong Building
1108220557,3413.782,66.3,838437.213,823001.035,1109617571,01/07/2014,The Vista Block 1
1108220795,1061.205,15.6,838428.476,822838.566,1109617552,01/07/2014,On Tat Building
1108220533,385.935,12.1,838440.824,823017.393,1109617573,01/07/2014,San On Building
1108220476,292.014,14.3,838935.708,823063.752,1109617791,01/07/2014,Hon Shing Building
1108220537,516.095,12.1,838465.184,823015.282,1109617598,01/07/2014,San Wah Building
1108220650,1182.283,16.8,838458.11,822916.55,1109617589,01/07/2014,Fung Yee House
1108220590,553.768,17.1,838461.007,822974.669,1109617597,01/07/2014,
1108220614,2079.43,21.5,838478.133,822949.623,1109617615,01/07/2014,Fung Wah House
1108220591,309.65,16.7,838479.319,822972.707,1109617614,01/07/2014,
1108220583,2058.395,17.1,838418.946,822965.786,1109617542,01/07/2014,Wing Shing House
1108220585,593.444,17.4,838436.132,822976.181,1109617570,01/07/2014,
1108220659,9578.064,103.7,838524.766,822907.057,1109617653,01/07/2014,Silver Garden
1108220693,703.775,15.7,838454.82,822888.502,,,
1108220670,714.187,18.6,838412.267,822889.714,,,
1108220675,2426.484,66.8,838470.923,822894.792,1109617606,01/07/2014,On Hong Mansion
1108220702,2823.264,5.4,837926.394,822875.324,1109617283,01/07/2014,Chuk Yuen Shopping Centre
1108220688,377.74,11.7,838430.258,822890.162,,,
1108220736,35070.265,64.1,837686.316,822830.771,1109616995,01/07/2014,Wing Yuen House
1108223129,16051.383,100.3,840213.26,822057.874,1109618302,01/07/2014,Scenic View Block 2
1108223033,20419.56,96.2,840167.494,822080.915,1109618264,01/07/2014,Fung Shing Street Disciplined Services Quarters Block 3
1108223234,17187.044,100.3,840239.304,822029.506,1109618323,01/07/2014,Scenic View Block 3
1108223238,17701.548,100.3,840184.422,822030.077,1109618274,01/07/2014,Scenic View Block 1
1108223412,227.049,7.7,840175.008,821995.206,1109618269,01/07/2014,Scenic View Life Machine Room
1108223375,12834.788,100.3,840264.064,822003.783,1109618349,01/07/2014,Scenic View Block 5
1108224266,8151.69,23.9,840077.022,821780.476,1109618224,01/07/2014,Home Affairs Department Choi Wan Estate Community Centre
1108224568,31537.834,63.8,840468.591,821719.432,1109618480,01/07/2014,Fung Chak House
1108224603,15524.286,65.3,840304.479,821723.926,1109618381,01/07/2014,King Kung House
1108220914,4523.826,58.7,838429.954,822791.978,1109617554,01/07/2014,Fung Wong Chuen Building
1108220906,36183.474,64.6,837611.892,822778.759,1109616846,01/07/2014,Fu Yuen House
1810087222,1383.105,21.3,838259.801,823000.346,,,
1108221353,293.018,3.4,837670.005,822592.402,,,
1108224904,31848.227,63.7,840384.35,821653.922,1109618442,01/07/2014,Ming Lai House
1108225132,27158.133,55.9,840446.086,821596.107,1109618460,01/07/2014,Kai Fai House
1810087763,364.522,4.1,839448.228,822605.396,1810021757,01/07/2014,Abounding Grace Baptist Church
1108220013,1949.859,20.4,838354.888,823516.453,,,
1108222594,18441.166,50.2,837397.761,822188.798,1109616453,01/07/2014,Wang Lok House
1108222747,8181.133,9.1,837276.751,822120.345,1109616219,01/07/2014,Wang Shun House
1108223346,557.628,14.3,837360.497,822014.382,,,
1108225221,374.113,24.9,837463.879,821609.236,,,
1108225215,312.769,19.3,837415.597,821611.392,,,
1810166119,30523.481,81.5,838411.377,821830.55,1810051375,16/10/2018,Port 33
1810179424,139.455,23.9,838689.729,823448.43,,,
1810180661,158.914,23.9,838607.96,823267.707,,,
1810180662,137.211,23.3,838647.317,823350.508,,,
1108222399,505.908,5,837360.906,822231.981,,,
1108220965,3089.43,60.3,838262.345,822768.235,1109617437,01/07/2014,Peter's House
1108220937,39553.602,55.4,838058.707,822781.378,1109617347,01/07/2014,Chui Yuen House
1108220941,36044.433,64.3,837690.115,822758.736,1109616998,01/07/2014,Kwai Yuen House
1108220967,4112.167,70.2,838322.343,822767.064,1109617483,01/07/2014,Ming Fung Court
1108221000,4508.792,61,838269.69,822748.613,,,
1108221057,4299.422,70.6,838319.552,822723.012,1109617482,01/07/2014,Profit Mansion
1108221001,4725.967,60.1,838314.369,822748.535,,,
1108221096,1690.264,59.3,838497.44,822706.99,1109617632,01/07/2014,Baily Court
1108221423,235.424,5.7,837825.034,822568.876,,,
1810072025,215.308,4.6,839004.318,822942.072,1810014967,01/07/2014,Po Kong Village Road Park Bike Kiosk
1810072026,77.413,4.6,838997.38,822933.619,1810014966,01/07/2014,Po Kong Village Road Park Office
1810072027,163.024,4.6,838989.088,822929.992,,,
1810076679,173.956,5.4,839190.525,823262.705,,,
1108221387,24083.299,78.6,837689.131,822564.892,1109617022,01/07/2014,Chiu Sin House
1108221404,187.654,5.9,837875.158,822574.964,,,
1108221431,18555.72,62.5,837764.871,822544.862,1109617103,01/07/2014,Yat Sin House
1108221641,2179.528,11.1,838052.438,822473.565,1109617345,01/07/2014,Wong Tai Sin Shopping Centre
1108221733,26384.051,20.9,838143.365,822419.654,1109617378,01/07/2014,Wong Tai Sin Shopping Centre Multi-Storey Car Park
1108222036,5020.974,6.5,837811.322,822300.165,,,
1108222921,539.469,5.3,838050.261,822106.885,,,
1108223164,602.233,5.8,838080.292,822047.747,,,
1108225111,2042.706,3.4,837874.579,821596.966,1109617220,01/07/2014,Tung Tau (II) Estate Market & Cooked Food Stalls
1810178093,2242.448,15.1,837926.36,822633.235,1810050335,16/08/2018,
1108221472,873.095,3.8,837911.187,822540.674,1810017144,01/07/2014,Upper Wong Tai Sin Estate Property Services Management Office
1108221448,9797.984,105.2,839866.508,822556.73,1109618128,01/07/2014,Hill Top Gardens Block 2
1810164122,8350.759,46.1,837567.997,821841.776,,,
1108219848,69.358,5.2,840468.819,824309.068,,,
1108219849,289.84,3.9,840477.189,824299.199,1109618488,01/07/2014,Tate's Cairn Meteorological Station Hong Kong Observatory
1810184313,9376.477,93,838505.582,822878.171,1810052576,30/01/2019,Aspen Crest
1108220509,5713.165,13.7,838648.676,823018.285,1109617698,01/07/2014,Tsz Lok Estate Ancillary Facilities Block
1108220660,90.961,4.5,838498.301,822912.223,,,
1108220855,7037.015,65.8,838493.452,822807.808,1109617627,01/07/2014,Po Fat Building
1810183136,2712.139,13.3,838849.175,822214.991,,,
1810183142,2888.986,10,838727.887,822319.873,,,
1810185355,405.622,6,838128.655,822691.978,1810052837,18/03/2019,Fung Tak EAP/EEP Building
1810185361,172.834,6,838202.38,822710.2,,,
1108220503,4163.653,50.6,838765.956,823038.951,1109617734,01/07/2014,Winfair Building
1108220530,716.708,19.1,838771.937,823020.375,1109617735,01/07/2014,Fat Keung House
1108220528,481.493,20.2,838756.852,823016.574,,,
1108221441,16267.378,13.7,838680.13,822512.652,1109617709,01/07/2014,Lung Poon Court Commercial Centre
1108220687,2003.904,16.1,838384.488,822880.223,1109617517,01/07/2014,Tsz Wan Shan Integrated Family Service Centre
1108225623,1848.852,10.5,838199.033,821493.468,1109617406,01/07/2014,Robert Black Health Centre
1108225897,15351.224,25.2,838098.928,821425.161,1109617367,01/07/2014,Lee Kau Yan Memorial School
1810184932,332.418,12.3,838210.408,821520.265,,,
1810184933,134.029,3.7,838212.52,821499.644,,,
1810178021,2691.911,10,837417.084,822834.686,1810052736,20/02/2019,Ma Chai Hang Ventilation Building
1108224592,3936.059,17.7,839643.666,821722.329,1109618038,01/07/2014,Ngau Chi Wan Sports Centre
1108224681,5549.402,15.7,839586.979,821718.732,1109618004,01/07/2014,Ngau Chi Wan Civic Centre
1108224787,94.886,3.8,839609.907,821699.611,,,
1108224595,4455.464,23.3,840349.002,821742.476,1109618423,01/07/2014,PLK Mrs. Chan Nam Chong Memorial Primary School
1108223312,130.947,3.6,839218.407,822020.898,,,
1108223126,21659.756,18.8,837355.299,822041.567,1109616395,01/07/2014,Lok Fu Plaza
1108224005,128.527,3.3,839310.722,821850.598,,,
1810183141,114.27,5,838848.355,822253.853,,,
1108220012,450.735,8.2,838737.528,823522.976,,,
1810195547,177.597,3.5,838681.987,822334.528,,,
1810200298,29965.551,98.4,839638.839,822631.44,1810058718,15/02/2021,Fu Fai House
1108220339,13012.703,15,838758.656,823165.745,1810057701,15/02/2021,Tsz Wan Shan Car Park
1108220073,6376.975,24.1,838339.202,823404.215,1109617488,01/07/2014,Islamic Dharwood Pau Memorial Primary School
1108220046,10363.39,25,838291.966,823448.021,1109617466,01/07/2014,CCC Kei Tsz Primary School
1108220439,2692.458,65,838937.713,823092.82,1109617796,01/07/2014,Man Po Building
1108220416,1337.044,32.7,838938.034,823107.136,1109617792,01/07/2014,Ka Wah Building
1108223674,8903.665,30.7,838426.955,821909.693,1109617556,01/07/2014,Kai Yip Factory Building
1108220646,1981.38,28,838476.365,822918.654,1109617613,01/07/2014,Fung Kam House
1108220080,7531.103,32.2,838289.953,823391.353,1109617460,01/07/2014,Tsz Wan Shan Police Station
1108220412,11052.359,82.1,838897.92,823101.337,1109617781,01/07/2014,Manning Theatre Building
1108221422,140.36,5.5,838215.924,822565.137,,,
1108225558,263.025,8.2,837358.342,821525.582,,,
1108220502,6919.242,62.9,838835.872,823039.346,1109617754,01/07/2014,Che Cheung Building
1108220485,2890.861,52.5,838914.047,823053.605,1109617786,01/07/2014,Kellie Mansion
1108220514,4460.915,19.3,838277.656,823024.511,1109617446,01/07/2014,Diamond Hill Kwong Yum Home for the Aged
1108220617,20036.231,125.9,838554.378,822943.23,1109617666,01/07/2014,The Forest Hills
1108220841,3727.406,69.7,838286.138,822823.961,1109617456,01/07/2014,Po Tsui Mansion
1108220912,39149.605,97.7,838601.148,822781.478,1109617676,01/07/2014,Fung Chuen Court
1108220993,1956.143,68.2,838489.405,822750.309,1109617622,01/07/2014,Hoi Hung Building
1108223926,703.309,7.6,840365.082,821859.769,1109618433,01/07/2014,Caritas Pelletier Hall Hostel
1108222292,1138.562,12.5,838360.746,822266.73,1109617501,01/07/2014,
1108222722,6519.687,18.4,837515.028,822147.637,1109616681,01/07/2014,St. Patrick's School
1108223100,4289.733,27.9,838569.646,822067.186,1109617671,01/07/2014,Chung Kai Factory Building
1810208856,51273.566,92.5,837869.898,821445.518,1810060653,15/02/2021,Wui Chi House
1108225982,3870.102,19.4,837879.729,821409.985,1109617225,01/07/2014,PO YAN CATHOLIC PRIMARY SCHOOL
1109609226,4994.038,18.2,840198.996,821604.262,,,
1810103103,27086.153,91.7,838618.822,822026.175,1810028322,01/07/2014,Pentahotel Hong Kong Kowloon
