originid,destinationid,distance,duration
18,71,0,0
18,72,1515,323
18,73,1594,419
18,74,2148,303
18,75,0,0
18,76,1940,215
18,77,1509,395
18,78,2604,407
18,79,2805,487
18,80,0,0
18,81,3050,384
18,82,1597,378
18,83,2868,359
18,84,1594,419
18,86,2785,278
19,1,5634,884
19,2,7099,955
19,3,6506,1041
19,4,7854,969
19,5,7320,908
19,6,6161,938
19,7,5612,898
19,8,6345,1021
19,9,6736,1041
19,10,5900,841
19,11,6372,906
19,12,6612,876
19,13,6380,964
19,14,6345,1021
19,15,7553,1063
19,16,5900,841
19,17,7159,1039
19,18,6612,876
19,20,6293,881
19,21,4675,754
19,22,5900,841
19,23,7564,1036
19,24,4058,625
19,25,6505,1104
19,26,6051,958
19,27,5973,1007
19,28,6290,881
19,29,6785,1061
19,30,5900,841
19,31,5705,836
19,32,5900,841
19,33,5909,856
19,34,6733,1040
19,35,8104,996
19,36,5323,836
19,37,6029,870
19,38,8195,1026
19,39,6785,1061
19,40,5777,856
19,41,6029,870
19,42,6985,1131
19,43,4893,740
19,44,6498,1101
19,45,5900,841
19,46,6612,876
19,47,5968,887
19,48,5900,841
19,49,6612,876
19,51,5386,868
19,52,6821,994
19,53,6612,876
19,54,7499,1177
19,55,16008,1493
19,56,6045,910
19,57,6785,1061
19,58,6072,918
19,59,5793,859
19,60,5495,875
19,61,5674,830
19,62,6498,1101
19,63,6231,961
19,64,6051,958
19,65,5493,839
19,66,16008,1493
19,67,5559,822
19,68,8104,996
19,69,5328,843
19,70,7487,1059
19,71,6612,876
