typeCode,estateName,phaseName,address,nUnitPrice,postMinNUnitPrice,postMaxNUnitPrice,unitPrice,postMinUnitPrice,postMaxUnitPrice,minOpDate,maxOpDate,phaseCount,buildingCount,unitCount,blgHeight,lat,lng
1-TNSITHTEHD,寶翠洋樓,,堡壘街28-34號,14790,,,14790,,,1975-02-20T00:00:00,1975-02-20T00:00:00,0,1,100,25,22.28962488,114.1973399
1-TNSSTHHSHM,豪景,,寶馬山道2號,15543,21531,29904,15543,19138,27473,1971-01-15T00:00:00,1971-01-15T00:00:00,0,1,100,20,22.28819731,114.2024439
1-TTSXZHTSHM,銀行大廈,,德輔道西259-269號,11891,,,11891,,,1965-10-15T00:00:00,1965-10-15T00:00:00,0,1,100,13,22.28812314,114.1410285
1-TZLMZHSSHS,雍藝軒,,浣紗街55號,22611,21934,23445,22611,15870,16897,1999-08-01T00:00:00,1999-08-01T00:00:00,0,1,100,25,22.27795774,114.1934376
1-UQCFURSYRV,太平花園,,太平道2號,17862,17625,22697,17862,11823,15000,1994-05-27T00:00:00,1994-05-27T00:00:00,0,1,100,25,22.31787391,114.1743217
1-UUUOFRJJRF,上海大廈,,上海街380-390A號,10161,,,10161,,,1965-08-23T00:00:00,1965-08-23T00:00:00,0,1,100,10,22.31390029,114.1693914
2-OSOQURSRRO,慧苑,,克頓道5號,29184,29505,31186,29184,22222,24811,1985-09-27T00:00:00,1985-09-27T00:00:00,0,4,100,0,22.28041065,114.1395556
2-UQUOUROVRV,文豪閣,,何文田山道5號,19883,18245,30323,19883,15217,23116,1985-03-11T00:00:00,1985-03-11T00:00:00,0,2,100,0,22.31680832,114.1766997
2-VCFJURVERO,良材大樓,,屏輝徑14號,7447,,,7447,,,1978-03-23T00:00:00,1978-04-11T00:00:00,0,5,100,0,22.44715322,114.0223407
2-VCJJURVYQO,聯發樓,,屏昌徑14-48號,6744,,,6744,,,1977-02-25T00:00:00,1977-02-25T00:00:00,0,5,100,0,22.44681067,114.0229725
2-VCOFFUUROV,加州花園,1期C 偉仕居 翠松路,翠松路,11799,11429,13373,11799,6432,9431,1994-01-01T00:00:00,1994-01-01T00:00:00,0,100,100,1,22.48565709,114.0514893
1-EEWWBPYYPD,通菜街40-50號,,通菜街40-50號,3247,,,3247,,,1962-11-16T00:00:00,1962-11-16T00:00:00,0,1,99,8,22.31825311,114.1709538
1-MLIXIHZJHZ,官塘立成大廈,,牛頭角道305-325A號,9846,,,9846,,,1963-01-30T00:00:00,1963-01-30T00:00:00,0,1,99,9,22.31509534,114.221666
1-MXXTTHSSHI,南都大廈,,大埔道168-178號,7917,,,7917,,,1966-02-08T00:00:00,1966-02-08T00:00:00,0,1,99,10,22.33104917,114.1655854
1-OQVDURDRRO,寶華大廈,,皇后大道東46-56號,8570,,,8570,,,1959-09-26T00:00:00,1959-09-26T00:00:00,0,1,99,13,22.2769831,114.1689858
1-OSJOURJXRS,怡豐大廈,,山村道1-1F號,18421,18235,30508,18421,14588,24324,1972-09-22T00:00:00,1972-09-22T00:00:00,0,1,99,12,22.26947868,114.1835982
1-SWGSPPWVPE,南灣大廈,,南灣道59號,25804,29676,37238,25804,23029,29145,1984-11-05T00:00:00,1984-11-05T00:00:00,0,1,99,25,22.22811664,114.2003572
1-TNLTTHNJHT,南天大廈,,英皇道275號,10944,,,10944,,,1963-12-20T00:00:00,1963-12-20T00:00:00,0,1,99,17,22.29021214,114.1950304
1-UUCFURSRRV,麗星大廈,,彌敦道497A號,9323,,,9323,,,1963-09-06T00:00:00,1963-09-06T00:00:00,0,1,99,17,22.3119678,114.1705949
2-OFQCFRJXRS,蔚豪苑,,黃泥涌峽道8A-8B號,42728,40781,48230,42728,33517,39639,1990-11-23T00:00:00,1990-11-23T00:00:00,0,2,99,0,22.2625159,114.1863823
1-EYDGWPWXPY,怡富花園,,永定道20號,14219,,,14219,,,1994-08-23T00:00:00,1994-08-23T00:00:00,0,1,98,25,22.33614864,114.209005
1-EYWDWPAYPS,盈利大廈,,飛鳳街23號,16089,,,16089,,,1996-12-20T00:00:00,1996-12-20T00:00:00,0,1,98,25,22.34353761,114.1968236
1-KEPPWWPEPB,名賢居,,屯富路18號,12142,10881,13121,12142,8353,10201,2002-07-01T00:00:00,2002-07-01T00:00:00,0,1,98,14,22.41125666,113.9802775
1-OSJQFRCXRS,寶輝大廈,,毓秀街10-16號,18949,,,18949,,,1977-11-18T00:00:00,1977-11-18T00:00:00,0,1,98,25,22.26862972,114.1851797
1-QUQOURQSRS,天保大樓,,鱟地坊74號,9786,,,9786,,,1964-11-10T00:00:00,1964-11-10T00:00:00,0,1,98,13,22.3710702,114.1149663
1-QUQQFRQARD,昌鴻大廈,,美芳街2-14號,13251,15254,15254,13251,11250,11250,1978-08-01T00:00:00,1978-08-01T00:00:00,0,1,98,20,22.3600118,114.1265538
1-SGPPWDPEPS,遠晴,,筲箕灣東大街23號,19657,18433,24354,19657,,,2014-07-01T00:00:00,2014-07-01T00:00:00,0,1,98,26,22.28063171,114.2308538
1-SKBKWPWASA,騰皇居 II,,地利根德里10A號,40453,41207,50658,40453,30936,37931,1999-05-04T00:00:00,1999-05-04T00:00:00,0,1,98,33,22.27308933,114.1529667
1-SSWWBPWRPS,桃李園,,桃李臺15-19號,16452,17045,17045,16452,14019,14019,1977-05-18T00:00:00,1977-05-18T00:00:00,0,1,98,17,22.2827206,114.1320736
1-TNMTTHTRHD,華曦大廈,,堡壘街10-16號,11829,13447,26667,11829,11331,12328,1982-01-21T00:00:00,1982-01-21T00:00:00,0,1,98,24,22.28940825,114.1965053
2-BSPPWPPJPE,蔚林,,青山公路洪水橋段512及516號,13120,11310,14143,13120,,,2014-07-01T00:00:00,2014-07-01T00:00:00,0,12,98,3,22.43454199,114.0001097
2-JURRFRVXOU,淺月灣,1期,露輝路28號,12407,13460,23256,12407,8658,14802,1999-03-15T00:00:00,1999-03-15T00:00:00,0,98,98,1,22.4645827,114.1944993
1-EGYPWPSOPG,福華大廈,,福華街72-86號,6867,,,6867,,,1960-11-18T00:00:00,1960-11-18T00:00:00,0,1,97,8,22.33067877,114.163712
1-MMLSZHXXHI,榮華大樓,,山東街40P號,9027,,,9027,,,1959-05-30T00:00:00,1959-05-30T00:00:00,0,1,97,9,22.31731391,114.170585
1-OQDSURUARQ,英利大廈,,軒尼詩道323-331號,14325,,,14325,,,1967-01-10T00:00:00,1967-01-10T00:00:00,0,1,97,17,22.27864491,114.1785336
1-SBSBBPBVPA,安寧大廈,,英皇道425-431號,13983,,,13983,,,1968-09-27T00:00:00,1968-09-27T00:00:00,0,1,97,15,22.2913764,114.2004066
1-SDWGWPBXPA,安輝大廈,,香港仔舊大街82號,12554,,,12554,,,1977-04-22T00:00:00,1977-04-22T00:00:00,0,1,97,17,22.24824642,114.1561723
1-SSBSWPSSPS,保發大樓,,卑路乍街34-34B號,18037,,,18037,,,1964-03-06T00:00:00,1964-03-06T00:00:00,0,1,97,9,22.28280132,114.1300747
1-SSPPWKPEPE,薈臻,,桂香街1號,22854,23780,27027,22854,15789,17857,2014-11-01T00:00:00,2014-11-01T00:00:00,0,1,97,25,22.28728373,114.1430762
2-LIDHTMXXMT,愉景灣,1期蔚陽朝暉徑,朝輝徑,13764,19587,26266,13764,,,1982-09-22T00:00:00,1982-11-08T00:00:00,0,97,97,0,22.30195298,114.0144362
2-VCVJUDFHQS,錦繡花園,G段第一街,錦繡花園G段第一街,12638,15459,15459,12638,15238,15238,1979-01-01T00:00:00,1979-06-15T00:00:00,0,97,97,0,22.47612759,114.0484079
1-BGPKGPSVPS,協邦大廈,,井財街21號,11196,11495,14943,11196,9636,12352,1982-09-17T00:00:00,1982-09-17T00:00:00,0,1,96,16,22.40139226,113.9777178
1-EABEGPKSPB,太平閣,,太平道8號,16037,15851,15851,16037,10592,10592,1991-05-21T00:00:00,1991-05-21T00:00:00,0,1,96,24,22.31930073,114.1737587
1-EEGGWPGXPS,利泰大樓,,太子道西107號,9178,,,9178,,,1963-12-19T00:00:00,1963-12-19T00:00:00,0,1,96,14,22.32330095,114.1659548
1-EEPDBPWVPY,順安大廈,,東安街16號,15781,18629,18629,15781,14005,14005,1989-08-17T00:00:00,1989-08-17T00:00:00,0,1,96,24,22.3139544,114.1678967
1-EEPYBPGSPS,寶齡大廈,,砵蘭街348號,16812,,,16812,,,1985-06-11T00:00:00,1985-06-11T00:00:00,0,1,96,16,22.32134146,114.1684495
1-EEWEGPYRPW,廣福大廈,,山東街28-30號,9048,,,9048,,,1964-05-08T00:00:00,1964-05-08T00:00:00,0,1,96,12,22.31696157,114.16745
1-EGEWGPSEPK,東景大廈,,青山道413號,11338,,,11338,,,1990-03-07T00:00:00,1990-03-07T00:00:00,0,1,96,24,22.33959998,114.154528
1-EGGPGPWSPK,寶華閣,,元州街450-464號,15805,16129,16129,15805,11194,11194,1985-06-10T00:00:00,1985-06-10T00:00:00,0,1,96,24,22.3394374,114.1543533
1-EGPPWBPXPB,御匯,,長沙灣道270號,17941,17508,21886,17941,16027,16027,2010-12-01T00:00:00,2010-12-01T00:00:00,0,1,96,24,22.33216856,114.1608192
1-EGWSWPPSPG,長樂大廈,,長沙灣道199號,9185,,,9185,,,1965-10-21T00:00:00,1965-10-21T00:00:00,0,1,96,10,22.33004655,114.1627899
1-EGWYWPDOPS,耀輝大廈,,集輝街8號,16703,19214,19214,16703,13018,13018,1989-04-27T00:00:00,1989-04-27T00:00:00,0,1,96,24,22.34031315,114.1528291
1-EGYSWPEAPB,冠奇大廈,,福榮街153-159號,9435,,,9435,,,1963-10-07T00:00:00,1963-10-07T00:00:00,0,1,96,12,22.33265628,114.1615181
1-EKPGWPPAPE,山海大廈,,下鄉道35-47號,6517,,,6517,,,1964-05-14T00:00:00,1964-05-14T00:00:00,0,1,96,8,22.31678982,114.1887251
1-EKPPWGPEPE,潮樓,,土瓜灣道307號,17816,,,17816,,,2008-02-01T00:00:00,2008-02-01T00:00:00,0,1,96,24,22.31722312,114.1908119
1-ESSBWPERPE,南海大廈,,漆咸道南81號,11905,,,11905,,,1962-01-19T00:00:00,1962-01-19T00:00:00,0,1,96,19,22.30096863,114.1760495
1-MLMZIHIEHZ,建泰樓,,雲漢街89-113號,9722,,,9722,,,1969-08-21T00:00:00,1969-08-21T00:00:00,0,1,96,8,22.31784837,114.2261219
1-MLXDIHLATZ,月華樓,,月華街53號,12500,11250,11328,12500,10500,10500,1965-04-02T00:00:00,1965-04-02T00:00:00,0,1,96,12,22.31505754,114.2273438
1-MLXIIHLSHZ,佳景樓,,月華街12號,8276,12000,12000,8276,,,1965-03-08T00:00:00,1965-03-08T00:00:00,0,1,96,12,22.31437155,114.2262566
1-MLXMIHLHHZ,豐景樓,,月華街49號,11368,,,11368,,,1964-12-05T00:00:00,1964-12-05T00:00:00,0,1,96,12,22.31479563,114.2274311
1-MLXMIHMAHZ,功樂大廈,,功樂道44號,11520,,,11520,,,1974-05-06T00:00:00,1974-05-06T00:00:00,0,1,96,12,22.31818438,114.219522
1-MLXNIHLRHZ,時興大廈,,月華街57號,11883,,,11883,,,1965-01-05T00:00:00,1965-01-05T00:00:00,0,1,96,12,22.31555428,114.2271693
1-MTHNTHHAHM,豐樂大廈,,柯士甸路17號,10022,12403,17054,10022,9412,12941,1960-05-20T00:00:00,1960-05-20T00:00:00,0,1,96,13,22.30267541,114.1749237
1-MXHSTHLSHD,福田大廈,,偉智街38號,13137,15354,15354,13137,,,1980-12-23T00:00:00,1980-12-23T00:00:00,0,1,96,8,22.33471565,114.1665558
1-MXXSZHSRHT,青華閣,,元州街498號,13993,,,13993,,,1989-06-27T00:00:00,1989-06-27T00:00:00,0,1,96,24,22.33997913,114.1535863
1-NLHXZHMVHT,合益中心,,合益路31號,10619,13006,13270,10619,10714,11002,1982-08-05T00:00:00,1982-08-05T00:00:00,0,1,96,16,22.44167062,114.0308274
1-NXDXTHLXHT,蘭苑,,仁愛堂街32號,11321,12075,15019,11321,8000,9950,1978-03-04T00:00:00,1978-03-04T00:00:00,0,1,96,16,22.39613564,113.976997
1-NXMTIHIRHT,海盛大廈,,德政圍18號,12125,12063,12125,12125,8616,8661,1992-03-28T00:00:00,1992-03-28T00:00:00,0,1,96,24,22.39522091,113.9748618
1-ODCSURJERO,延齡大廈,,筲箕灣道192-198號,14968,,,14968,,,1976-12-31T00:00:00,1976-12-31T00:00:00,0,1,96,24,22.28050756,114.2234986
1-OJSSQRJXRQ,富澤大廈,,石排灣道48-54號,18644,20625,22656,18644,14309,15718,1992-06-04T00:00:00,1992-06-04T00:00:00,0,1,96,24,22.2494372,114.1478776
1-OORCFRUXRQ,祺安大廈,,荷李活道198-202號,20879,22101,22879,20879,15604,16154,1992-04-21T00:00:00,1992-04-21T00:00:00,0,1,96,24,22.28521664,114.1478703
1-OORQURVXRO,滿發大廈,,厚和街6-18號,19331,,,19331,,,1984-08-06T00:00:00,1984-08-06T00:00:00,0,1,96,24,22.28273743,114.1277847
1-OOVFFRRSRO,同興樓,,卑路乍街41-55號,11735,12653,12653,11735,,,1966-06-24T00:00:00,1966-06-24T00:00:00,0,1,96,8,22.28313536,114.1297543
1-OSCUFRFSRD,國泰大廈,,銅鑼灣道7號,12593,,,12593,,,1966-12-31T00:00:00,1966-12-31T00:00:00,0,1,96,12,22.27899672,114.1881688
1-OSUOQRFRRU,嘉輝大廈,,西摩道23號,16519,21378,21378,16519,16744,16744,1973-11-22T00:00:00,1973-11-22T00:00:00,0,1,96,24,22.28155967,114.1504036
1-OVCFUROXRQ,怡昇洋樓,,堡壘街54-60號,15355,16703,19071,15355,13874,15600,1980-11-21T00:00:00,1980-11-21T00:00:00,0,1,96,24,22.28983245,114.1983491
1-OVDQUROHRQ,怡新洋樓,,堡壘街42-46A號,15184,14967,21429,15184,12105,12281,1981-01-16T00:00:00,1981-01-16T00:00:00,0,1,96,24,22.28975123,114.1979125
1-OVDVFRCXRQ,明月大廈,,月園街7-15號,19976,21739,21739,19976,14196,14196,1984-10-29T00:00:00,1984-10-29T00:00:00,0,1,96,24,22.29097057,114.1962921
1-OVJFQRDSRO,海興大廈,,水星街5-7號,18196,19266,21306,18196,13291,14623,1988-10-10T00:00:00,1988-10-10T00:00:00,0,1,96,24,22.28565194,114.1924584
1-SAPPWBPEPS,QUEEN'S CUBE,,皇后大道東239號,24686,26599,26599,24686,17713,17713,2010-04-01T00:00:00,2010-04-01T00:00:00,0,1,96,24,22.27426503,114.1737791
1-SBBBGPGXPS,海新大廈,,水星街12-18號,18098,21104,21104,18098,14423,14423,1990-03-13T00:00:00,1990-03-13T00:00:00,0,1,96,24,22.28597705,114.1923808
1-SBPPWAPXPE,傲龍軒,,天后廟道18號,25685,19793,19793,25685,14339,14339,2000-06-01T00:00:00,2000-06-01T00:00:00,0,1,96,26,22.2829878,114.193574
1-SBYEWPSSPA,嘉興大廈,,渣華道41-47號,18765,21770,22634,18765,14777,15363,1984-09-21T00:00:00,1984-09-21T00:00:00,0,1,96,24,22.29188252,114.1974179
1-SKEAGPWJPK,毓成大廈,,毓秀街1-9號,15477,18717,30533,15477,16355,26655,1976-09-28T00:00:00,1976-09-28T00:00:00,0,1,96,24,22.26856647,114.1859655
1-SKKPWPAHPS,華庭閣,,干德道49號,18800,19819,27329,18800,15723,21869,1995-06-01T00:00:00,1995-06-01T00:00:00,0,1,96,24,22.28154017,114.1426797
1-SKWGWPPSPY,蓮花園,,蓮花街2-8號,21009,21849,21849,21009,14857,14857,1993-05-05T00:00:00,1993-05-05T00:00:00,0,1,96,24,22.27928532,114.1927391
1-SKYWBPPSPE,美蘭閣,,堅道58-62號,20674,20391,47164,20674,13544,31600,1990-06-21T00:00:00,1990-06-21T00:00:00,0,1,96,24,22.28126188,114.1517912
1-SSPPWSPXPK,匡景居,,士丹頓街80號,23049,22343,27066,23049,15113,18182,2000-06-01T00:00:00,2000-06-01T00:00:00,0,1,96,32,22.28313116,114.1513931
1-TDMNIHZXHT,麗麗大廈,,駱克道102-108號,13121,,,13121,,,1966-02-24T00:00:00,1966-02-24T00:00:00,0,1,96,12,22.27788628,114.1721877
1-TINHTHXXHD,兆群大廈,,香港仔舊大街120號,18301,,,18301,,,1993-10-29T00:00:00,1993-10-29T00:00:00,0,1,96,24,22.24889663,114.1561431
1-TTNXIHXXHD,家樂花園,,皇后大道西128號,19463,20000,21812,19463,11645,13185,1995-02-22T00:00:00,1995-02-22T00:00:00,0,1,96,32,22.28616445,114.145677
1-TTTSTHLXHT,美華大廈,,士美非路36-42號,17795,,,17795,,,1980-01-31T00:00:00,1980-01-31T00:00:00,0,1,96,24,22.27891801,114.1296102
1-TTXNTHZYHM,興漢大廈,,興漢道15號,15933,18294,18982,15933,15647,16235,1973-08-30T00:00:00,1973-08-30T00:00:00,0,1,96,25,22.2843571,114.1398359
1-TTZSIHDRHM,瑞華閣,,高街100號,15147,16550,23142,15147,13882,19412,1976-08-18T00:00:00,1976-08-18T00:00:00,0,1,96,24,22.28494421,114.1403403
1-TZDXTHXHHH,滿輝大廈,,肇輝臺11號,16417,18357,19929,16417,14729,16704,1974-01-17T00:00:00,1974-01-17T00:00:00,0,1,96,12,22.27149265,114.177311
1-TZINZHHJHT,瓊峰臺,,巴丙頓道17-19號,24696,21523,23239,24696,16731,18444,1990-10-19T00:00:00,1990-10-19T00:00:00,0,1,96,32,22.28246999,114.1411367
1-TZXLZHLHHM,福臨閣,,活倫臺2-3號,19453,20305,25574,19453,14953,19647,1986-06-26T00:00:00,1986-06-26T00:00:00,0,1,96,25,22.28173127,114.1505394
1-UDDVURJSRS,順發大廈,,順寧道447號,16226,18182,23636,16226,10915,13360,1985-02-07T00:00:00,1985-02-07T00:00:00,0,1,96,24,22.33922994,114.1561201
1-UDQUQROXRO,麗群閣,,青山道438號,12461,18069,18069,12461,,,1994-02-14T00:00:00,1994-02-14T00:00:00,0,1,96,24,22.34042169,114.1540231
1-UDQVQRQSRS,永寧大廈,,長發街17號,17490,,,17490,,,1989-06-28T00:00:00,1989-06-28T00:00:00,0,1,96,24,22.33887777,114.1563628
1-UFFDFRSHRO,嗚鳳閣,,鳴鳳街39號,16000,16667,16667,16000,11429,11429,1995-04-25T00:00:00,1995-04-25T00:00:00,0,1,96,24,22.34393495,114.1968236
1-UFSCFRJXRO,寶翠大廈,,翠鳳街35-45號,14744,15865,15865,14744,11565,11565,1987-03-06T00:00:00,1987-03-06T00:00:00,0,1,96,24,22.34447683,114.1964742
1-UUOFQRRHRO,肇豐大廈,,必發道33號,13889,,,13889,,,1974-11-21T00:00:00,1974-11-21T00:00:00,0,1,96,12,22.32224427,114.164499
1-UURQURCARO,好世界洋樓,,塘尾道197-199號,10106,,,10106,,,1975-01-17T00:00:00,1975-01-17T00:00:00,0,1,96,12,22.32469157,114.164625
1-UUSJQRJARO,萬成大廈,,新填地街472-480號,15600,17647,17647,15600,11905,11905,1985-03-25T00:00:00,1985-03-25T00:00:00,0,1,96,24,22.319743,114.1677119
1-UUUVURJXRO,新利大廈,,新填地街581號,12695,,,12695,,,1991-10-28T00:00:00,1991-10-28T00:00:00,0,1,96,16,22.32204576,114.1668673
1-VCDQFRVESV,益利大廈,,建德街26號,13115,12721,13049,13115,10000,10657,1986-07-24T00:00:00,1986-07-24T00:00:00,0,1,96,16,22.44103798,114.0302744
1-XSMITHIAHZ,榕翠園,,樂景街11號,10943,11548,15552,10943,10101,13441,1991-03-01T00:00:00,1991-03-01T00:00:00,0,1,96,14,22.398479,114.1998031
2-EAKSBPAXPA,太子閣,,太子道西277號,14552,14870,17050,14552,12857,14286,1972-02-24T00:00:00,1972-02-24T00:00:00,0,2,96,12,22.32565827,114.1796116
2-EDBBBPEXPE,百樂園,,廣播道6號,18534,19452,19452,18534,,,1973-05-03T00:00:00,1973-05-03T00:00:00,0,2,96,0,22.34053157,114.1822329
2-OSSFQRFERO,富林苑,,薄扶林道84號,20363,18910,21667,20363,16857,19314,1975-02-25T00:00:00,1979-01-16T00:00:00,0,4,96,0,22.27959595,114.1318708
2-OVCUQROARQ,金堡大廈,,炮台山道5-13號,16013,18675,18836,16013,13959,14762,1972-03-17T00:00:00,1972-03-17T00:00:00,0,2,96,0,22.28902009,114.1951467
2-SSWSWPGHPS,嘉安大廈,,新海旁街27號,19253,16971,22979,19253,12489,16947,1988-12-28T00:00:00,1988-12-28T00:00:00,0,2,96,24,22.28349591,114.1274836
2-TISMTHNOHT,裕仁大廈,,薄扶林道96號,15500,15737,19784,15500,12069,15882,1967-01-26T00:00:00,1967-01-26T00:00:00,0,4,96,0,22.2764981,114.1306492
2-TZDSIHSXHT,景翠園,,羅便臣道125號,20893,21318,28682,20893,17405,23418,1974-10-01T00:00:00,1974-10-01T00:00:00,0,4,96,0,22.28227144,114.1416995
2-TZMDTHXEHT,碧翠園,,列堤頓道67-69號,23261,18041,18041,23261,15819,15819,1971-09-23T00:00:00,1971-09-23T00:00:00,0,2,96,12,22.28309329,114.1419807
2-TZNDTHZXHZ,匯翠台,,連道5-7號,19323,21617,21773,19323,15671,15784,1992-07-29T00:00:00,1993-01-14T00:00:00,0,2,96,24,22.27511372,114.1852868
2-TZSZTHXHHH,文華新邨,,肇輝臺10號,15342,20509,25437,15342,17200,21333,1973-05-31T00:00:00,1973-05-31T00:00:00,0,2,96,0,22.27185388,114.1766803
2-WAPEBPPXPS,麗濱別墅,,嶼南道,10926,,,10926,,,1981-09-01T00:00:00,1981-09-01T00:00:00,0,96,96,0,22.23681326,113.9521874
1-BWPBWPKYPS,裕豐大樓,,元朗安寧路59號,12888,12975,12975,12888,9152,9152,1975-10-27T00:00:00,1975-10-27T00:00:00,0,1,95,18,22.44598356,114.0268982
1-EKPPWAPEPA,城中匯,,寶其利街121號,18886,19194,23971,18886,,,2015-02-01T00:00:00,2015-02-01T00:00:00,0,1,95,19,22.30745241,114.1849879
1-MDSXZHXXHT,麒麟閣,,太子道西240-246號,10064,15093,18421,10064,12993,16301,1964-12-22T00:00:00,1964-12-22T00:00:00,0,1,95,12,22.32581182,114.1767773
1-MTXMIHISHM,金冠大廈,,彌敦道68號,10792,,,10792,,,1964-03-19T00:00:00,1964-03-19T00:00:00,0,1,95,11,22.29781689,114.1724103
1-MXSITHXSHI,深水埗大廈,,石硤尾街1A-1C號,9606,,,9606,,,1960-08-26T00:00:00,1960-08-26T00:00:00,0,1,95,11,22.32666003,114.1621885
1-ODVCQRJYRO,福昇大廈,,筲箕灣道234-238號,14438,14898,14898,14438,11353,11353,1976-02-05T00:00:00,1976-02-05T00:00:00,0,1,95,20,22.28003767,114.2244979
1-SSPPWDPJPS,傲翔灣畔,,域多利道86號,21772,25151,30380,21772,18854,22346,2009-06-01T00:00:00,2009-06-01T00:00:00,0,1,95,26,22.28111854,114.120401
1-SSPPWPPEPE,匯賢居,,高街1號,20409,25078,42265,20409,18391,31075,2006-05-01T00:00:00,2006-05-01T00:00:00,0,1,95,28,22.28517111,114.1458034
1-SSPPWYPXPG,EIGHT SOUTH LANE,,南里8-12號,23003,22291,28280,23003,,,2015-06-01T00:00:00,2015-06-01T00:00:00,0,1,95,19,22.28562912,114.1344986
1-UOFDURUXRO,煒亨大廈,,廣東道308-310號,11925,,,11925,,,1966-05-13T00:00:00,1966-05-13T00:00:00,0,1,95,16,22.30334347,114.1684408
2-SKEDWPGHPS,興華樓,,屋蘭士里2-4號,16006,18156,24731,16006,13829,15800,1961-11-22T00:00:00,1961-11-22T00:00:00,0,2,95,12,22.28381586,114.1425627
2-SKPEGPKVPP,美麗村,,肇輝臺2B號,19491,17681,19518,19491,14000,15455,1969-07-29T00:00:00,1969-07-29T00:00:00,0,2,95,0,22.2728021,114.17669
1-EDPPWAPXPE,嘉皇臺,,廣播道83號,22288,26746,34014,22288,20000,26087,2002-09-01T00:00:00,2002-09-01T00:00:00,0,1,94,33,22.34196738,114.1835629
1-EEBKPPSJPD,宏景大廈,,花園街59號,14096,,,14096,,,1978-08-23T00:00:00,1978-08-23T00:00:00,0,1,94,19,22.31834342,114.1711673
1-EEPPWKPEPS,柏豐28,,必發道28號,15981,17422,17770,15981,13141,13403,2008-01-01T00:00:00,2008-01-01T00:00:00,0,1,94,24,22.32238878,114.164829
1-EEPPWWPEPW,長旺雅苑,,長旺道9號,16350,17564,20460,16350,12235,13675,2003-11-01T00:00:00,2003-11-01T00:00:00,0,1,94,26,22.31983324,114.166586
1-ESPPWKPXPE,德成軒,,德興街18號,16970,19436,26429,16970,13060,16384,2007-01-01T00:00:00,2007-01-01T00:00:00,0,1,94,27,22.30512266,114.1724295
1-ESSSBPPJPE,好安樓,,柯士甸道107-109號,17684,15777,15777,17684,12571,12571,1973-09-05T00:00:00,1973-09-05T00:00:00,0,1,94,16,22.3034791,114.1728954
1-MMDNZHMAHT,福康大樓,,福全街17-19號,14156,,,14156,,,1972-07-12T00:00:00,1972-07-12T00:00:00,0,1,94,12,22.32043818,114.1649359
1-MMDZIHSYHL,廣興大廈,,豉油街7A-7B號,8371,,,8371,,,1964-05-08T00:00:00,1964-05-08T00:00:00,0,1,94,12,22.31627525,114.1676054
1-MTXXTHNSHM,瓊林閣,,山林道22-26號,15328,,,15328,,,1975-11-20T00:00:00,1975-11-20T00:00:00,0,1,94,12,22.30253089,114.173303
1-MXMHTHXAHZ,新寶大廈,,保安道27號,11613,12482,15981,11613,11062,11062,1975-02-07T00:00:00,1975-02-07T00:00:00,0,1,94,12,22.33620522,114.1607702
1-OVCVFRFYRQ,丹桂閣,,丹拿道60號,17965,16150,16150,17965,13167,13167,1976-10-21T00:00:00,1976-10-21T00:00:00,0,1,94,26,22.29060839,114.2030945
1-OVJJFRSRRQ,威明閣,,建華街25號,17151,,,17151,,,1976-12-31T00:00:00,1976-12-31T00:00:00,0,1,94,23,22.28940814,114.1973205
1-SABEBPGJPS,安興大廈,,皇后大道東156-164號,12299,16164,19756,12299,,,1966-09-08T00:00:00,1966-09-08T00:00:00,0,1,94,11,22.27549313,114.1712855
1-SAPPWAPEPS,YORK PLACE,,莊士敦道22號,29240,29412,57622,29240,20597,38783,2009-03-01T00:00:00,2009-03-01T00:00:00,0,1,94,35,22.2768477,114.1703345
1-SBGAGPBAPA,漢宮大廈,,英皇道441-447號,12121,,,12121,,,1968-09-27T00:00:00,1968-09-27T00:00:00,0,1,94,16,22.29143956,114.2007754
1-SBPPWGPXPS,海景軒,,銀幕街1號,23708,22753,32931,23708,14890,21910,2002-05-01T00:00:00,2002-05-01T00:00:00,0,1,94,26,22.28342141,114.1921379
1-SDPPWSPXPA,田灣畔,,田灣街11號,12411,15783,15783,12411,10773,10773,2001-05-01T00:00:00,2001-05-01T00:00:00,0,1,94,24,22.24999736,114.149323
1-UFJSFRJARO,金鳳樓,,翠鳳街1-15號,8793,,,8793,,,1965-03-22T00:00:00,1965-03-22T00:00:00,0,1,94,8,22.34449481,114.1971246
1-UQUOURRVRV,富都大廈,,亞皆老街98號,15136,16120,16120,15136,13321,13321,1979-06-12T00:00:00,1979-06-12T00:00:00,0,1,94,16,22.31991481,114.1737199
1-USQOUROJRQ,新安大樓,,寶其利街42A號,11909,,,11909,,,1973-03-10T00:00:00,1973-03-10T00:00:00,0,1,94,14,22.30778659,114.1839591
2-VCVJUJFHVS,錦繡花園,J段第三街,錦繡花園J段第三街,12653,13474,18278,12653,18235,18235,1981-01-01T00:00:00,1981-09-15T00:00:00,0,94,94,0,22.47978892,114.0422634
1-EEYKPPPJPB,雅寶大廈,,鴉打街46-58號,14586,,,14586,,,1986-03-07T00:00:00,1986-03-07T00:00:00,0,1,93,24,22.31144402,114.1705561
1-OUDCURDXRS,帝景閣,,堅尼地道3號,33565,28004,37037,33565,21709,28711,1989-09-30T00:00:00,1989-09-30T00:00:00,0,1,93,31,22.27652167,114.158361
