typeCode,estateName,phaseName,address,nUnitPrice,postMinNUnitPrice,postMaxNUnitPrice,unitPrice,postMinUnitPrice,postMaxUnitPrice,minOpDate,maxOpDate,phaseCount,buildingCount,unitCount,blgHeight,lat,lng
1-SKDBPPKRPS,健園,,干德道66號,19765,,,19765,,,1971-02-15T00:00:00,1971-02-15T00:00:00,0,1,28,7,22.28173911,114.1439702
1-SKKAPPWJPG,豐景大廈,,銅鑼灣道41-53號,17468,18144,18144,17468,13538,13538,1976-11-05T00:00:00,1976-11-05T00:00:00,0,1,28,14,22.27889731,114.1892362
1-SKPPWEPXPA,麥當勞道11號,,麥當勞道11號,22549,,,22549,,,2002-06-01T00:00:00,2002-06-01T00:00:00,0,1,28,28,22.27594351,114.1566922
1-SKSBBPSXPK,蟠龍道9號,,蟠龍道9號,24636,23003,26709,24636,18462,21436,1966-07-20T00:00:00,1966-07-20T00:00:00,0,1,28,5,22.26420454,114.1879348
1-SSAEWPKAPS,大德樓,,厚和街1-5號,10959,,,10959,,,1964-06-12T00:00:00,1964-06-12T00:00:00,0,1,28,7,22.28297226,114.127901
1-SSKGGPEHPK,大利樓,,伊利近街15-19號,11505,,,11505,,,1972-06-09T00:00:00,1972-06-09T00:00:00,0,1,28,7,22.28271589,114.1523247
1-SSPBGPSJPA,昇雲大廈,,德輔道西66-68號,17389,,,17389,,,1979-02-01T00:00:00,1979-02-01T00:00:00,0,1,28,14,22.28746501,114.1464725
1-SSPEBPEYPA,古今閣,,荷李活道209-223號,18571,18857,18857,18571,14865,14865,1979-03-21T00:00:00,1979-03-21T00:00:00,0,1,28,14,22.28537032,114.148763
1-SSYKPPASPS,建安樓,,吉席街41-45號,20521,,,20521,,,1966-01-15T00:00:00,1966-01-15T00:00:00,0,1,28,7,22.28346008,114.1284637
1-SSYSWPPXPE,利宏大樓,,干諾道西133-134號,19101,,,19101,,,1969-03-13T00:00:00,1969-03-13T00:00:00,0,1,28,7,22.28822301,114.1435029
1-TDDDZHMRHD,富德樓,,軒尼詩道365-367號,3438,,,3438,,,1968-04-17T00:00:00,1968-04-17T00:00:00,0,1,28,14,22.27891582,114.1794554
1-TDHTZHMJHD,宜泰樓,,軒尼詩道361-363號,9017,,,9017,,,1966-01-15T00:00:00,1966-01-15T00:00:00,0,1,28,14,22.27888873,114.1793098
1-TDNITHSJHT,金石樓,,石水渠街76-80號,10173,,,10173,,,1965-06-19T00:00:00,1965-06-19T00:00:00,0,1,28,7,22.27364192,114.1740411
1-TDTITHIJHM,名豪樓,,灣仔道51-55號,13525,,,13525,,,1967-02-07T00:00:00,1967-02-07T00:00:00,0,1,28,7,22.27586347,114.1745844
1-TILXZHXXHT,愛琴苑,,沙宣道60號,20893,28133,28133,20893,22097,22097,1990-09-07T00:00:00,1990-09-07T00:00:00,0,1,28,3,22.26329466,114.1284803
1-TTMMZHXOHM,皇后大道西416-418號,,皇后大道西416-418號,13462,,,13462,,,1970-10-20T00:00:00,1970-10-20T00:00:00,0,1,28,7,22.28641586,114.1388747
1-TTSDIHDOHT,誠泰大樓,,吉席街70-76號,11903,,,11903,,,1967-08-04T00:00:00,1967-08-04T00:00:00,0,1,28,7,22.28298104,114.1270859
1-TTXXIHIJHT,高良大廈,,皇后大道西572-574號,14728,,,14728,,,1974-03-20T00:00:00,1974-03-20T00:00:00,0,1,28,14,22.2861978,114.1335571
1-TTXZTHLAHT,新發大廈,,士美非路12S-12T號,9365,,,9365,,,1963-01-16T00:00:00,1963-01-16T00:00:00,0,1,28,7,22.28038992,114.1293186
1-UDFVURDYRD,如意大廈,,北河街24-26號,14063,,,14063,,,1993-10-28T00:00:00,1993-10-28T00:00:00,0,1,28,14,22.32743649,114.1604218
1-UDJJFRFXRD,金怡樓,,醫局街156號,15208,,,15208,,,1994-09-14T00:00:00,1994-09-14T00:00:00,0,1,28,14,22.32810474,114.160315
1-UDOFFRJARD,順興閣,,通州街288-290號,17204,17869,17869,17204,12065,12065,1990-09-14T00:00:00,1990-09-14T00:00:00,0,1,28,14,22.32815871,114.1582766
1-UDUCFRVXRJ,美邦大廈,,西洋菜北街221-225號,19748,,,19748,,,1986-12-19T00:00:00,1986-12-19T00:00:00,0,1,28,14,22.32749126,114.1678182
1-UODUURCSRO,嘉和大廈,,吳松街131-137號,13066,,,13066,,,1980-07-10T00:00:00,1980-07-10T00:00:00,0,1,28,14,22.30503226,114.1699644
1-UOUUQRJARO,利金大樓,,庇利金街45-51號,13325,,,13325,,,1966-01-25T00:00:00,1966-01-25T00:00:00,0,1,28,7,22.30452659,114.1709835
1-USOOURSJRQ,觀音街10號,,觀音街10號,8029,,,8029,,,1963-01-21T00:00:00,1963-01-21T00:00:00,0,1,28,7,22.3077865,114.1857546
1-UUOCQRCJRV,文績大廈,,吳松街51號,8629,,,8629,,,1968-06-28T00:00:00,1968-06-28T00:00:00,0,1,28,7,22.30741637,114.1704981
1-UUOVURCJRV,吳松街5-11號,,吳松街5-11號,6946,,,6946,,,1964-05-11T00:00:00,1964-05-11T00:00:00,0,1,28,7,22.30835556,114.1707698
1-UUQDQRDXRO,興旺閣,,砵蘭街355-357號,12362,,,12362,,,1984-03-21T00:00:00,1984-03-21T00:00:00,0,1,28,14,22.32172976,114.1681
1-UUSDQRVSRV,同福樓,,新填地街173-177號,6726,,,6726,,,1967-02-17T00:00:00,1967-02-17T00:00:00,0,1,28,7,22.31090212,114.1691877
1-UUSRFRSJRO,萬利大廈,,萬安街19-21號,17692,,,17692,,,1991-05-14T00:00:00,1991-05-14T00:00:00,0,1,28,14,22.32376112,114.1612279
1-UUSUURCXRO,頤樂居,,塘尾道193號,16018,,,16018,,,1992-01-31T00:00:00,1992-01-31T00:00:00,0,1,28,14,22.32445677,114.1646638
1-UUURFRCJRU,通發大廈,,通菜街248-250號,13316,,,13316,,,1986-08-14T00:00:00,1986-08-14T00:00:00,0,1,28,14,22.32593808,114.1694101
2-DBPPWPPEPK,御林峰,,沙田嶺路11號,13675,13767,13767,13675,8150,8150,2004-08-01T00:00:00,2004-08-01T00:00:00,0,3,28,1,22.36942026,114.1700292
2-LIDHTHXXDT,愉景灣,7期璧如臺,璧如徑,21530,23962,23962,21530,21352,21352,1994-09-08T00:00:00,1994-09-08T00:00:00,0,28,28,0,22.28773672,114.0036718
2-SWEAPPPXPB,柏濤小築,,環角道32號,25233,28812,36554,25233,20364,32121,1984-10-24T00:00:00,1984-10-24T00:00:00,0,4,28,1,22.21721553,114.2067567
2-TLHSZHXSHZ,輝百閣,,大潭道29-31號,22868,34305,34305,22868,31579,31579,1975-06-16T00:00:00,1975-06-16T00:00:00,0,2,28,7,22.22746317,114.2169726
2-VCVJURFHSS,錦繡花園,河北第一街,錦繡花園河北第一街,10526,15455,15455,10526,,,1981-10-14T00:00:00,1982-01-01T00:00:00,0,28,28,1,22.48575083,114.0444926
2-XLDHTTMSMN,康樂園,第十九街,康樂園第十九街,12692,17785,18593,12692,11892,12432,1980-01-01T00:00:00,1989-04-01T00:00:00,0,28,28,1,22.46497033,114.1538182
2-XSMITSIRIZ,樂林園,,樂園徑5-9號,13219,15453,15453,13219,13605,13605,1985-10-04T00:00:00,1985-10-04T00:00:00,0,3,28,4,22.40127864,114.1984731
1-BWPBWPKVPS,寶豐樓,,元朗安寧路59A號,11343,,,11343,,,1979-07-09T00:00:00,1979-07-09T00:00:00,0,1,27,9,22.44596601,114.0274519
1-EAAWBPKYPA,皇帝大廈,,太子道西293B號,14195,,,14195,,,1965-03-10T00:00:00,1965-03-10T00:00:00,0,1,27,9,22.32592915,114.181252
1-EDGYBPSRPS,樂古花園,,歌和老街6號,23673,,,23673,,,1988-02-08T00:00:00,1988-02-08T00:00:00,0,1,27,7,22.34043233,114.1767385
1-EEBDGPDYPG,僑江大廈,,彌敦道524號,9181,,,9181,,,1960-01-27T00:00:00,1960-01-27T00:00:00,0,1,27,9,22.31250965,114.1709831
1-EEYAPPDHPE,壽菊樓,,西洋菜北街312-314號,10348,,,10348,,,1966-12-16T00:00:00,1966-12-16T00:00:00,0,1,27,9,22.32587483,114.1688083
1-EGABGPKXPK,明興樓,,福榮街174-176號,6437,,,6437,,,1967-09-25T00:00:00,1967-09-25T00:00:00,0,1,27,9,22.33360443,114.160887
1-EGPGPPGRPG,慶豐大廈,,北河街169-171號,5905,,,5905,,,1964-11-23T00:00:00,1964-11-23T00:00:00,0,1,27,9,22.33158182,114.1635857
1-EGWSBPEJPK,青山大樓,,青山道248號,6702,,,6702,,,1963-06-13T00:00:00,1963-06-13T00:00:00,0,1,27,8,22.33739695,114.1579162
1-GWBWPPAXPS,寶康大廈,,廣福道70-78號,11798,,,11798,,,1985-08-28T00:00:00,1985-08-28T00:00:00,0,1,27,9,22.44839178,114.1668875
1-MITXIHIXHT,秀竹苑,,秀竹園道17-19號,22615,18709,22919,22615,16722,20485,1983-10-11T00:00:00,1983-10-11T00:00:00,0,1,27,9,22.32787964,114.1845425
1-MIZMIHISHT,廣梅大廈,,秀竹園道7-9號,16891,20300,20300,16891,,,1965-01-04T00:00:00,1965-01-04T00:00:00,0,1,27,9,22.32785251,114.185222
1-MMTHIHNSHM,太子道西206-208號,,太子道西206-208號,11691,,,11691,,,1966-05-03T00:00:00,1966-05-03T00:00:00,0,1,27,14,22.32498095,114.1727783
1-MSSDZHIRHN,龍珠樓,,太子道西368-374號,13219,,,13219,,,1981-06-25T00:00:00,1981-06-25T00:00:00,0,1,27,3,22.32763562,114.1879107
1-MTDSTHZJHT,仁傑大廈,,官涌街14-18號,15064,,,15064,,,1974-09-25T00:00:00,1974-09-25T00:00:00,0,1,27,9,22.30349701,114.1688193
1-MTSSTHHXHM,永利大樓,,柯士甸路25號,12411,,,12411,,,1968-08-09T00:00:00,1968-08-09T00:00:00,0,1,27,9,22.30304566,114.1744676
1-MXHTZHZXHX,正嘉大樓,,荔枝角道303號,10503,,,10503,,,1973-08-20T00:00:00,1973-08-20T00:00:00,0,1,27,9,22.32825828,114.1605091
1-MXIHIHSXHX,健基閣,,醫局街207號,11753,,,11753,,,1994-12-16T00:00:00,1994-12-16T00:00:00,0,1,27,14,22.32861936,114.1590724
1-MXIHZHXEHX,北河街72-74號/基隆街263號,,北河街72-74號,5080,,,5080,,,1962-11-30T00:00:00,1962-11-30T00:00:00,0,1,27,8,22.32894472,114.1616738
1-MXNZTHSOHX,慶成樓,,元州街10號,6770,,,6770,,,1966-06-25T00:00:00,1966-06-25T00:00:00,0,1,27,9,22.33161802,114.1645273
1-OOQQURVVRU,寶瑜閣,,薄扶林道77號,17281,,,17281,,,1992-05-13T00:00:00,1992-05-13T00:00:00,0,1,27,27,22.2837964,114.1364689
1-OOQVFRUERO,昌輝大樓,,吉席街17-21號,7315,,,7315,,,1967-11-11T00:00:00,1967-11-11T00:00:00,0,1,27,7,22.28358671,114.1291332
1-OQSOURJARU,灣仔道59-63號,,灣仔道59-63號,14889,,,14889,,,1966-09-06T00:00:00,1966-09-06T00:00:00,0,1,27,7,22.27599893,114.1746718
1-OQUOURQXRO,永威閣,,堅尼地道31號,15109,22327,23681,15109,17742,18817,1989-12-29T00:00:00,1989-12-29T00:00:00,0,1,27,27,22.27378636,114.1719647
1-OSDFFRQJRO,鑑波樓,,干德道47號,19134,,,19134,,,1966-01-19T00:00:00,1966-01-19T00:00:00,0,1,27,9,22.281197,114.1426701
1-OSQCFRJORQ,惠士大廈,,麥當勞道78-80號,17655,,,17655,,,1955-04-13T00:00:00,1955-04-13T00:00:00,0,1,27,5,22.27529372,114.1603697
1-OSVDFRVRRS,昇平樓,,成和道67號,12679,18667,18667,12679,,,1962-02-01T00:00:00,1962-02-01T00:00:00,0,1,27,9,22.26788911,114.1869163
1-OVQRQRRXRO,康盛苑,,康福臺7號,14477,19291,20659,14477,14316,15299,1989-07-03T00:00:00,1989-07-03T00:00:00,0,1,27,9,22.28630194,114.1945156
1-SASPGPSEPE,宏基大廈,,軒尼詩道252-254號,11050,,,11050,,,1970-07-15T00:00:00,1970-07-15T00:00:00,0,1,27,14,22.27764252,114.175972
1-SASSPPBJPE,迢舜大廈,,柯布連道3號,16490,,,16490,,,1965-09-21T00:00:00,1965-09-21T00:00:00,0,1,27,9,22.27694713,114.1735365
1-SBDDGPPRPA,公利大廈,,春秧街94-96號,11465,,,11465,,,1964-12-30T00:00:00,1964-12-30T00:00:00,0,1,27,9,22.29106069,114.1977865
1-SKPPGPSJPS,清風大廈,,般咸道38D-38F號,12140,,,12140,,,1961-09-11T00:00:00,1961-09-11T00:00:00,0,1,27,9,22.2846834,114.1455318
1-SSPDPPERPE,標準大廈,,德輔道西316-320號,10885,,,10885,,,1961-04-19T00:00:00,1961-04-19T00:00:00,0,1,27,9,22.28723761,114.1386998
1-TNHHTHSXHT,新風大廈,,清風街21-23A號,11694,,,11694,,,1965-06-30T00:00:00,1965-06-30T00:00:00,0,1,27,9,22.28491143,114.1925068
1-TXIHZHIVHT,海富樓,,筲箕灣道240-242號,2858,,,2858,,,1969-09-26T00:00:00,1969-09-26T00:00:00,0,1,27,13,22.28010083,114.2246823
1-TZHHTHXRHZ,協德大廈,,成和道2-8號,21114,,,21114,,,1965-08-31T00:00:00,1965-08-31T00:00:00,0,1,27,7,22.26963215,114.1847431
1-TZISTHSAHZ,愉都大廈,,黃泥涌道29號,14545,16514,16514,14545,12600,12600,1963-08-02T00:00:00,1963-08-02T00:00:00,0,1,27,9,22.2697044,114.184617
1-UDFUURRXRJ,鴨寮街107-109號,,鴨寮街107-109號,8181,,,8181,,,1963-08-22T00:00:00,1963-08-22T00:00:00,0,1,27,8,22.32858369,114.1638869
1-UDOSFRDSRD,大南街325-327A號,,大南街325-327A號,6786,,,6786,,,1963-11-30T00:00:00,1963-11-30T00:00:00,0,1,27,8,22.32920648,114.1604022
1-UJRFQROXRO,明麗園,,書院道26-28號,16414,21120,21120,16414,,,1973-05-30T00:00:00,1973-05-30T00:00:00,0,1,27,9,22.32853888,114.1843679
1-UODSURJSRO,庇利金街27-33號,,庇利金街27-33號,8878,,,8878,,,1968-02-15T00:00:00,1968-02-15T00:00:00,0,1,27,7,22.30401185,114.1709835
1-UQODQRJRRQ,嘉華閣,,太子道西353-355號,12211,18555,18555,12211,19057,19057,1972-06-14T00:00:00,1972-06-14T00:00:00,0,1,27,9,22.32688614,114.1869303
1-UQSDQRSSRQ,國城大廈,,太子道西291號,13866,,,13866,,,1964-09-14T00:00:00,1964-09-14T00:00:00,0,1,27,9,22.32589304,114.1810287
1-USFJFRDERU,金運閣,,木廠街38號,14535,,,14535,,,1997-06-01T00:00:00,1997-06-01T00:00:00,0,1,27,9,22.32250603,114.1906474
1-USORFRQORO,美樂大廈,,馬頭圍道322C號,14026,,,14026,,,1973-02-19T00:00:00,1973-02-19T00:00:00,0,1,27,9,22.31709695,114.1873469
1-UUQUFRQXRV,南京街1N號,,南京街1N號,9813,,,9813,,,1970-08-28T00:00:00,1970-08-28T00:00:00,0,1,27,7,22.30578184,114.1708864
1-VCJJURVXRO,恆昌大廈,,元朗炮仗坊48號,13251,,,13251,,,1985-08-27T00:00:00,1985-08-27T00:00:00,0,1,27,9,22.44485681,114.029124
2-SKWDBPPRPK,千葉居,,藍塘道137-139號,23455,25176,26786,23455,16418,18010,1992-11-12T00:00:00,1992-11-12T00:00:00,0,2,27,5,22.26293108,114.189749
2-XIXDIHXAHD,海天灣,,銀泉徑8號,28237,,,28237,,,1992-06-30T00:00:00,1992-06-30T00:00:00,0,27,27,0,22.3267688,114.2709981
2-XSNSTHZEIT,駿發山莊,,馬鈴徑83號,31773,,,31773,,,1983-01-01T00:00:00,1983-01-01T00:00:00,0,27,27,1,22.40910655,114.2078757
1-BWPBWPKSES,同昌樓,,元朗安寧路59B號,10955,,,10955,,,1980-11-07T00:00:00,1980-11-07T00:00:00,0,1,26,13,22.44596587,114.0272965
1-DCRVQRFERO,順景大廈,,運頭角里8號,12629,,,12629,,,1984-09-20T00:00:00,1984-09-20T00:00:00,0,1,26,13,22.44690187,114.1689082
1-EEBBGPSSPE,偉雄大廈,,花園街233-235號,18518,,,18518,,,1989-12-20T00:00:00,1989-12-20T00:00:00,0,1,26,13,22.32591099,114.1695848
1-EEEEBPSSPE,宜豐大廈,,花園街209號,16012,,,16012,,,1975-04-14T00:00:00,1975-04-14T00:00:00,0,1,26,13,22.32469187,114.169847
1-EEGWGPYXPS,大南花園,,大南街83號,19352,,,19352,,,1993-10-30T00:00:00,1993-10-30T00:00:00,0,1,26,13,22.32508898,114.1655859
1-EEPBBPESPS,福全大廈,,福全街12-16號,13750,,,13750,,,1977-12-28T00:00:00,1977-12-28T00:00:00,0,1,26,13,22.32092584,114.1649941
1-EEPDBPDSPS,國祥大廈,,上海街635-637號,7591,,,7591,,,,,0,1,26,13,22.31970688,114.1677701
1-EEPPWEPXPD,華園閣,,花園街18號,16842,,,16842,,,2001-02-01T00:00:00,2001-02-01T00:00:00,0,1,26,13,22.31623028,114.1718856
1-EEPYPPYJPW,載福樓,,上海街468號,1777,,,1777,,,1966-07-07T00:00:00,1966-07-07T00:00:00,0,1,26,9,22.31596828,114.1689739
1-EESBWPEXPE,百花閣,,花墟道8號,14019,,,14019,,,1996-03-26T00:00:00,1996-03-26T00:00:00,0,1,26,13,22.3248635,114.1710408
1-EEWWBPEJPS,富邦大廈,,福全街52-54號,8078,,,8078,,,1978-09-13T00:00:00,1978-09-13T00:00:00,0,1,26,13,22.32181074,114.1638196
1-EEYWGPEXPE,曉翠閣,,花園街250號,15727,,,15727,,,1997-11-01T00:00:00,1997-11-01T00:00:00,0,1,26,13,22.3259381,114.1699052
1-EGDGBPDJPK,東寶閣,,順寧道50號,19005,,,19005,,,1993-05-25T00:00:00,1993-05-25T00:00:00,0,1,26,13,22.33615101,114.1604984
1-EGEYGPSEPG,福僑大樓,,福華街145號,6193,,,6193,,,1965-12-30T00:00:00,1965-12-30T00:00:00,0,1,26,9,22.33118438,114.162518
1-EGGDPPPJPK,金德花園,,營盤街159-161號,15986,,,15986,,,1992-07-02T00:00:00,1992-07-02T00:00:00,0,1,26,13,22.33560021,114.1611683
1-EGPBBPYXPD,崇德大廈,,黃竹街37-41號,10003,,,10003,,,1963-04-18T00:00:00,1963-04-18T00:00:00,0,1,26,9,22.32959528,114.1660902
1-EGPPWYPXPS,雅怡居,,青山道195A號,17536,,,17536,,,2000-02-01T00:00:00,2000-02-01T00:00:00,0,1,26,13,22.33589803,114.1592657
1-EGPSPPSSPD,恆富大廈,,界限街43號,13404,,,13404,,,1983-05-02T00:00:00,1983-05-02T00:00:00,0,1,26,13,22.3267327,114.1680609
1-EGYYPPDXPG,嘉利閣,,大南街370-372號,15759,,,15759,,,1994-01-31T00:00:00,1994-01-31T00:00:00,0,1,26,13,22.32984762,114.160043
1-EKDSBPDVPA,樂都大廈,,差館里75號,9153,,,9153,,,1980-07-31T00:00:00,1980-07-31T00:00:00,0,1,26,13,22.30859029,114.1843959
1-EKPEPPSYPA,寶利大廈,,寶其利街175號,14020,,,14020,,,1990-06-14T00:00:00,1990-06-14T00:00:00,0,1,26,13,22.30830135,114.1835904
1-EKSDPPAXPS,順昌大廈,,馬頭角道57-59號,14947,,,14947,,,1989-12-08T00:00:00,1989-12-08T00:00:00,0,1,26,13,22.32153075,114.1903659
1-EKYGBPAAPA,德裕閣,,船澳街4-6號,14603,,,14603,,,1990-01-24T00:00:00,1990-01-24T00:00:00,0,1,26,13,22.30682014,114.1872103
1-ESBPBPAJPE,威華大廈,,嘉蘭圍1號,15151,,,15151,,,1979-07-09T00:00:00,1979-07-09T00:00:00,0,1,26,13,22.3001649,114.1755254
1-ESGPBPAJPE,嘉麗大廈,,嘉蘭圍3號,23092,,,23092,,,1965-12-31T00:00:00,1965-12-31T00:00:00,0,1,26,9,22.2999572,114.1754381
1-MDXIZHXSHD,松福樓,,太子道西331號,13477,,,13477,,,1963-10-04T00:00:00,1963-10-04T00:00:00,0,1,26,1,22.32666949,114.1854646
1-MMHDIHDSHT,康美樓,,荔枝角道137號,8607,,,8607,,,1971-03-16T00:00:00,1971-03-16T00:00:00,0,1,26,13,22.32530562,114.1642561
1-MMINIHNYHM,寶來閣,,太子道西214-216號,12927,,,12927,,,1986-09-01T00:00:00,1986-09-01T00:00:00,0,1,26,13,22.32501708,114.1730598
1-MMINZHNXHM,偉業樓,,太子道西176號,7960,,,7960,,,1968-02-27T00:00:00,1968-02-27T00:00:00,0,1,26,13,22.32476419,114.1716329
1-MMNHZHLJHT,麗寶大廈,,塘尾道232號,13243,,,13243,,,1980-11-18T00:00:00,1980-11-18T00:00:00,0,1,26,13,22.32476384,114.1651006
1-MMXDZHNRHM,德興大樓,,太子道西172號,8869,,,8869,,,1967-12-14T00:00:00,1967-12-14T00:00:00,0,1,26,13,22.32484546,114.1715456
1-MSSXIHTSHN,嘉林邊道8-8A號,,嘉林邊道8-8A號,7695,,,7695,,,1956-09-12T00:00:00,1956-09-12T00:00:00,0,1,26,5,22.32857487,114.1867266
1-MXDTIHSYHX,德富大廈,,醫局街211號,14504,,,14504,,,1987-03-31T00:00:00,1987-03-31T00:00:00,0,1,26,13,22.32867353,114.1589463
1-MXDXIHSHHX,新南風大廈,,醫局街126B號,6538,,,6538,,,1963-10-28T00:00:00,1963-10-28T00:00:00,0,1,26,8,22.32731015,114.1612857
1-MXDZTHDVHX,海天大樓,,海壇街240-242號,7761,,,7761,,,1964-04-23T00:00:00,1964-04-23T00:00:00,0,1,26,8,22.32862834,114.1586648
1-MXLTZHXVHX,北河街80-82號/基隆街240號,,北河街80-82號,4921,,,4921,,,1962-10-12T00:00:00,1962-10-12T00:00:00,0,1,26,8,22.32913438,114.1618291
1-MXTMZHHEHI,寶隆大廈,,鴨寮街38-40號,13608,16456,16456,13608,11954,11954,1983-05-20T00:00:00,1983-05-20T00:00:00,0,1,26,13,22.32742792,114.1657798
1-MXZNTHSYHZ,富源閣,,元州街143-145號,12208,,,12208,,,1993-10-04T00:00:00,1993-10-04T00:00:00,0,1,26,13,22.33395661,114.1607705
1-MZXHTHDXHM,龍祥閣,,九龍城道62-64號,15205,,,15205,,,1991-12-23T00:00:00,1991-12-23T00:00:00,0,1,26,13,22.3175845,114.1889096
1-MZZZIHHSHD,大利大廈,,寶其利街81號,14928,,,14928,,,1983-08-23T00:00:00,1983-08-23T00:00:00,0,1,26,13,22.30691053,114.1857836
1-ODFUQRJARO,筲箕灣道216-218號,,筲箕灣道216-218號,8713,,,8713,,,1959-10-01T00:00:00,1959-10-01T00:00:00,0,1,26,8,22.28026357,114.2240613
1-OOUOQRQORU,高雋閣,,高街11號,16621,19074,26975,16621,12411,17553,1997-01-01T00:00:00,1997-01-01T00:00:00,0,1,26,13,22.2851887,114.1434551
1-OQJRURFRRO,建安樓,,石水渠街84-86號,16727,,,16727,,,1985-02-04T00:00:00,1985-02-04T00:00:00,0,1,26,13,22.27332585,114.173915
1-OQROURFSRO,鴻發樓,,石水渠街88-90號,1578,,,1578,,,1971-03-16T00:00:00,1971-03-16T00:00:00,0,1,26,7,22.27319039,114.1738762
1-OSVUURUXRU,峰景大廈,,干德道12號,18212,18971,28886,18212,15040,15040,1959-12-12T00:00:00,1959-12-12T00:00:00,0,1,26,10,22.27864294,114.1514424
1-OVRDFROJRQ,渣華大樓,,渣華道29-31號,17090,,,17090,,,1981-08-27T00:00:00,1981-08-27T00:00:00,0,1,26,13,22.29181937,114.1969618
1-OVSJFRQXRQ,建明閣,,琴行街2A-2B號,10547,,,10547,,,1976-03-03T00:00:00,1976-03-03T00:00:00,0,1,26,13,22.29056346,114.2016486
1-QQRJURJERU,疊翠苑,,青山公路汀九段242號,13272,14148,14148,13272,9125,9125,1991-07-11T00:00:00,1991-07-11T00:00:00,0,1,26,13,22.36816864,114.0894029
1-QUQQFRCJRJ,國寶樓,,石蔭路101號,8881,,,8881,,,1972-09-08T00:00:00,1972-09-08T00:00:00,0,1,26,6,22.37003002,114.1388327
1-SSBWPPASPA,榮華大廈,,醫院道10-12號,17391,,,17391,,,1979-07-26T00:00:00,1979-07-26T00:00:00,0,1,26,12,22.28397922,114.1466382
1-SSBYPPKEPE,美興樓,,興漢道3-4號,9657,,,9657,,,1975-01-20T00:00:00,1975-01-20T00:00:00,0,1,26,13,22.28426664,114.1391567
1-SSBYPPWSPE,偉安樓,,水街39-43號,15065,,,15065,,,1976-03-31T00:00:00,1976-03-31T00:00:00,0,1,26,13,22.28521482,114.1390012
1-TDMHIHTSHT,永昌大廈,,軒尼詩道18號,11991,,,11991,,,1966-09-26T00:00:00,1966-09-26T00:00:00,0,1,26,13,22.27750686,114.1687626
1-TMIIZHHAHM,元明大廈,,堅道13號,16750,,,16750,,,1968-10-04T00:00:00,1968-10-04T00:00:00,0,1,26,13,22.27979027,114.1544308
1-UDFUFROARJ,長明大廈,,長沙灣道76-78號,11635,,,11635,,,1976-11-24T00:00:00,1976-11-24T00:00:00,0,1,26,9,22.3284303,114.1656147
1-UDOSFRSXRS,百樂大樓,,福榮街208-210號,6128,,,6128,,,1966-05-25T00:00:00,1966-05-25T00:00:00,0,1,26,8,22.3340559,114.1603143
1-UDQDQRUXRD,福年大廈,,福榮街44號,13612,,,13612,,,1997-04-01T00:00:00,1997-04-01T00:00:00,0,1,26,13,22.33109421,114.1640905
1-UDQVQRRARJ,慧賢閣,,鴨寮街12-14號,13724,,,13724,,,1992-03-23T00:00:00,1992-03-23T00:00:00,0,1,26,13,22.32705769,114.1662749
1-UDSQFRUSRJ,福榮街13-15號,,福榮街13-15號,6561,,,6561,,,1969-02-06T00:00:00,1969-02-06T00:00:00,0,1,26,8,22.32907151,114.1661971
1-UOUJQRJSRU,耀邦大廈,,諾士佛臺12號,12840,,,12840,,,1980-05-16T00:00:00,1980-05-16T00:00:00,0,1,26,13,22.3013479,114.1741085
1-USSJQRCRRO,翠德閣,,天光道48號,17454,,,17454,,,1993-02-15T00:00:00,1993-02-15T00:00:00,0,1,26,13,22.31981518,114.187153
1-USVUFRCXRV,兆寶閣,,蕪湖街63號,16395,,,16395,,,1994-12-05T00:00:00,1994-12-05T00:00:00,0,1,26,13,22.30660344,114.1866377
1-UUFOURQXRU,嘉興閣,,花墟道62-64號,15172,,,15172,,,1981-08-25T00:00:00,1981-08-25T00:00:00,0,1,26,13,22.32523382,114.1730695
1-UUFUURDXRO,白楊街16-18號,,白楊街16-18號,6493,,,6493,,,1963-02-22T00:00:00,1963-02-22T00:00:00,0,1,26,8,22.32604626,114.1661099
1-UUQCQRDRRO,基隆大廈,,砵蘭街369-375號,8795,,,8795,,,1966-06-23T00:00:00,1966-06-23T00:00:00,0,1,26,9,22.3242312,114.1675757
1-UUQCUROERC,廣東道993-995號,,廣東道993-995號,5253,,,5253,,,1963-09-09T00:00:00,1963-09-09T00:00:00,0,1,26,7,22.31720539,114.1674015
1-UUQFFRSSRF,美邦大廈,,新填地街189B-191A號,11455,,,11455,,,1977-11-30T00:00:00,1977-11-30T00:00:00,0,1,26,13,22.31302429,114.1687508
1-UURUFRFXRO,泰安閣,,大南街18-22號,11778,,,11778,,,1980-01-24T00:00:00,1980-01-24T00:00:00,0,1,26,13,22.32425827,114.1672748
1-UURVQROXRO,宏華大樓,,廣東道1233號,8467,,,8467,,,1964-09-24T00:00:00,1964-09-24T00:00:00,0,1,26,9,22.32386987,114.1659257
1-VCVCFRJXRO,泰祥大廈,,元朗東堤街2-8號,10051,,,10051,,,1983-12-22T00:00:00,1983-12-22T00:00:00,0,1,26,13,22.44576121,114.0306191
2-BWEDWPEHEB,碧豪苑,2期,青山公路米埔段80號,13273,,,13273,,,1986-08-13T00:00:00,1991-01-01T00:00:00,0,26,26,1,22.48641276,114.0596611
