k,Easting,Northing
1-TDISTHHJHD,836180,815598
1-TDITZHLRHM,836219,815256
1-TDIXTHHAHT,835788,815231
1-TDIXTHIRHT,835587,815186
1-TDIZIHZRHT,835766,815443
1-TDIZZHNJHT,835429,815240
1-TDLDIHMSHT,835606,815306
1-TDLDIHXJHM,836001,815356
1-TDLHIHLJHM,836833,815411
1-TDLHIHNRHD,836312,815554
1-TDLHTHZRHT,835699,815493
1-TDLITHXHHT,836023,815041
1-TDLIZHZAHD,836440,815645
1-TDLLIHTRHT,835688,815384
1-TDLLTHXJHM,836619,815421
1-TDLMIHNAHM,836871,815578
1-TDLTTHDRHT,835976,814945
1-TDLTTHNJHM,836876,815611
1-TDLTZHXRHT,835574,815267
1-TDLTZHXSHM,836824,815607
1-TDLXTHLJHM,836369,815349
1-TDLZIHMAHT,835642,815298
1-TDLZTHLRHT,835989,815378
1-TDLZTHXVHT,835980,815047
1-TDMDIHMAHT,835548,815362
1-TDMDTHSAHD,836614,815615
1-TDMHIHTSHT,835432,815405
1-TDMHTHXXHM,836749,815417
1-TDMHZHMSHT,835817,815516
1-TDMIIHMOHD,836752,815645
1-TDMIIHNSHT,835527,815263
1-TDMIZHXAHT,835624,815227
1-TDMLIHTSHM,836299,815434
1-TDMMTHIXHT,835647,815273
1-TDMNIHLAHM,836819,815406
1-TDMNIHXVHT,835513,815252
1-TDMNIHZXHT,835785,815447
1-TDMTIHHSHM,836738,815409
1-TDMTTHDYHM,836665,815317
1-TDMTTHLAHT,835939,815374
1-TDMTZHSHHD,836781,815683
1-TDMZIHTAHT,835616,815389
1-TDMZTHLJHM,836373,815362
1-TDMZZHHHHT,835965,815205
1-TDNHIHXYHD,836666,815692
1-TDNIIHSSHT,835882,815218
1-TDNITHNSHT,835875,815117
1-TDNITHSJHT,835976,814977
1-TDNIZHNRHM,836798,815545
1-TDNLIHLRHM,836800,815398
1-TDNLIHXXHT,835484,815255
1-TDNLTHIAHT,835545,815147
1-TDNLZHMHHT,836083,815540
1-TDNNTHXRHT,835990,815048
1-TDNSZHZRHT,836167,815530
1-TDNTTHDJHT,835984,814941
1-TDNTZHHSHM,836149,815298
1-TDNTZHTVHD,836184,815471
1-TDNTZHXEHT,835569,815268
1-TDNXZHXRHT,835617,815232
1-TDNZTHSJHT,835990,815024
1-TDSDIHSAHT,835879,815251
1-TDSHIHTJHD,836300,815486
1-TDSHTHNAHM,836875,815615
1-TDSIIHTAHD,836316,815497
1-TDSITHXAHT,836015,815043
1-TDSLIHIAHT,835403,815260
1-TDSLZHIHHT,835825,815183
1-TDSMTHDAHT,835971,814944
1-TDSNZHTRHT,835816,815429
1-TDSSIHNSHM,836897,815456
1-TDSSTHZRHD,836188,815584
1-TDSTTHHSHM,836647,815511
1-TDSXIHISHD,836468,815567
1-TDSXTHSXHD,836661,815634
1-TDSXTHXSHT,836000,815047
1-TDSZIHXRHT,835446,815203
1-TDSZTHTAHT,835549,815444
1-TDTHTHIOHD,836169,815489
1-TDTITHIJHM,836032,815223
1-TDTNTHNRHM,836879,815596
1-TDTNTHXJHT,835986,815046
1-TDTSIHNRHM,836902,815449
1-TDTSTHDJHT,835714,815040
1-TDTSZHSJHT,835962,815222
1-TDTTTHTYHD,836589,815719
1-TDTTZHXRHD,836590,815648
1-TDTZIHLRHM,836824,815408
1-TDXDIHMSHT,835559,815340
1-TDXHTHDAHT,835966,814965
1-TDXHZHIEHD,836273,815498
1-TDXHZHMSHT,835841,815514
1-TDXIIHIRHM,836219,815308
1-TDXITHMJHD,836424,815527
1-TDXIZHMJHT,836013,815531
1-TDXNTHDRHT,835321,815154
1-TDXSIHXXHD,836751,815717
1-TDXXIHHSTM,836737,815366
1-TDXXZHLRHT,835957,815149
1-TDZDIHLRHT,835356,815299
1-TDZDTHIOHT,835640,815258
1-TDZDTHLAHT,835978,815382
1-TDZDTHSAHD,836633,815626
1-TDZDTHXAHM,836891,815483
1-TDZDZHSSHM,836124,815334
1-TDZIIHLXHM,836810,815401
1-TDZITHXXHD,836449,815603
1-TDZIZHXRHT,835627,815224
1-TDZLIHNSHT,835535,815258
1-TDZLZHXAHT,835670,815196
1-TDZMTHDXHT,835976,814945
1-TDZNTHSOHD,836642,815627
1-TDZNZHMJHT,835975,815528
1-TDZNZHNXHM,836794,815543
1-TDZSIHLSHM,836805,815399
1-TDZSIHZAHM,836604,815264
1-TDZSZHMXHM,835982,815328
1-TDZSZHXYHT,835644,815208
1-TDZTIHZXHM,836601,815316
1-TDZTTHIXHM,836013,815207
1-TDZXTHDAHM,836758,815347
1-TDZZZHZHHD,836418,815638
1-TIDDIHHXHT,831109,814481
1-TIDDZHLAHZ,834240,811731
1-TIDIIHTEHT,831257,814657
1-TIDLTHTAHD,834189,812050
1-TIDNTHMXHT,831156,814557
1-TIDTZHMRDT,831057,814589
1-TIDTZHMRMT,831070,814598
1-TIDTZHMRTT,831074,814584
1-TIHDTHNOHT,831461,815290
1-TIHXIHSEHZ,834139,811703
1-TIHXTHDXHD,833355,812331
1-TIHXTHIAHD,833430,812243
1-TIHZIHSXHZ,834164,811719
1-TIIHZHIYHD,833301,812288
1-TIILZHLAHZ,834243,811719
1-TIINZHLAHZ,834189,811779
1-TIISIHSHHZ,834093,811693
1-TIITTHDYHT,830554,814875
1-TILDTHSRHD,833436,812267
1-TILHTHMSHD,834184,812048
1-TILHZHLAHZ,834227,811774
1-TILHZHTAHD,834110,812124
1-TILIZHMSHD,834006,812166
1-TILMTHISHD,833423,812248
1-TILXTHDSHD,833342,812328
1-TILXZHXXHT,831280,813832
1-TILZIHTHHD,834067,812314
1-TIMMTHTOHD,834200,812045
1-TIMSIHSJHD,834026,812216
1-TIMTIHMSHT,830749,814851
1-TINDZHISHD,833321,812277
1-TINHIHSVHD,834028,812190
1-TINHIHSXHZ,834230,811736
1-TINHTHLYHD,834068,812117
1-TINHTHXXHD,834131,812237
1-TINNIHSXHZ,834152,811713
1-TINNTHMXHT,831121,814584
1-TINTIHSXHZ,834210,811719
1-TINZIHSXHZ,834157,811716
1-TINZTHIEHD,833427,812245
1-TISTIHSXHZ,834187,811721
1-TITHTHTRHD,834213,812049
1-TITNIHSRHD,834026,812205
1-TITNTHDSHD,833363,812320
1-TITNZHHYHD,834060,812178
1-TITNZHTXHT,831240,814590
1-TITSZHMHHD,834012,812248
1-TITSZHMXHD,834004,812195
1-TITSZHMYHD,833283,812340
1-TITZZHLAHZ,834240,811727
1-TITZZHTRHD,834109,812132
1-TIXIZHTAHD,834110,812142
1-TIXXIHSOHD,834026,812210
1-TIXXZHMHHD,834006,812113
1-TIZIIHLXHT,830449,814843
1-TIZITHDVHD,833328,812339
1-TIZNTHSOHD,833440,812265
1-TIZTTHIYHD,833419,812251
1-TLDHIHIXHM,838639,810948
1-TLDLTHZHHN,839977,808811
1-TLDNZHXXHZ,840369,809796
1-TLHHTHNXHN,839763,808903
1-TLHHTHZRHM,837600,811105
1-TLHMTHXXHN,840016,808824
1-TLHZIHDXHN,840011,808749
1-TLHZIHMXHM,838018,813023
1-TLHZIHZAHN,839930,808860
1-TLMNZHIVHT,836460,812012
1-TLMNZHMXHN,839975,808732
1-TLMXTHDXHN,839933,808831
1-TLNSIHDEHM,837739,811658
1-TLSIZHMRHM,838705,809761
1-TLSSIHZSHN,839925,808864
1-TLTIIHMXHN,839966,808795
1-TLTLIHMRHM,837968,812921
1-TLTNIHDYHM,837843,811831
1-TLXMZHIRHT,836454,812031
1-TLXNTHZAHN,839990,808790
1-TLXSIHIXHN,839928,809183
1-TLXXIHDHHM,837781,811717
1-TLXXIHIYHT,836364,812127
1-TLZIZHZAHN,839951,808846
1-TMDIIHIVHM,833816,815856
1-TMDLIHHEHM,833760,815789
1-TMDLTHLSHM,833924,816056
1-TMDMZHHYHM,833957,815615
1-TMDZZHLYHZ,834350,815318
1-TMHDIHIOHM,833788,815912
1-TMHZTHMRHM,833759,815832
1-TMIIZHHAHM,833955,815658
1-TMISTHDSHM,833901,816040
1-TMITZHMSHM,833777,815843
1-TMIXIHIRHM,833825,815851
1-TMIXTHXRHM,833714,815894
1-TMIXZHNXHM,833863,815950
1-TMIZTHLHHT,834032,815943
1-TMLDTHHXHM,833955,815633
1-TMLDTHTRHM,833929,815725
1-TMLSIHZAHM,833953,815969
1-TMLZZHDRHM,833804,815940
1-TMMDZHMVHT,834090,815783
1-TMMHIHLXHM,834013,815844
1-TMMHZHMAHM,833774,815848
1-TMMITHDAHM,833904,816044
1-TMMLZHNAHM,833853,815948
1-TMNIIHNXHM,833835,815772
1-TMNSIHHAHM,833767,815791
1-TMNSZHHEHM,833944,815668
1-TMSHIHHAHM,833790,815773
1-TMSITHLAHM,833924,816034
1-TMSMIHHSHM,833783,815776
1-TMSNIHHRHM,833776,815786
1-TMSSIHDAHM,833920,815905
1-TMTXIHIRHM,833780,815920
1-TMTZTHDRHM,833916,816052
1-TMXLTHZAHM,833823,815920
1-TMXXZHTXHM,833890,815940
1-TMXZIHIJHM,833784,815916
1-TMZIIHZXHM,833961,815967
1-TMZXZHMXHM,833798,815795
1-TMZZZHMHHT,834093,815758
1-TNDDTHNEHD,838169,816850
1-TNDHTHLRHD,838759,816839
1-TNDHZHDAHD,839016,816718
1-TNDITHHXHN,839702,816655
1-TNDMIHIEHD,838578,816691
1-TNDMIHIXHT,837941,816091
1-TNDMIHZXHX,839920,816128
1-TNDNIHTJHT,837812,816150
1-TNDTIHNAHD,838792,816973
1-TNDTZHSJHT,837867,815748
1-TNDXTHHRHD,838404,816652
1-TNHDIHISHD,838584,816671
1-TNHDTHIJHD,838616,816970
1-TNHHIHIXHD,838568,816713
1-TNHHTHSXHT,837879,816225
1-TNHLZHMEHD,838468,816976
1-TNHMTHLSHD,838768,816845
1-TNHMTHZXHI,840843,816047
1-TNHNZHSAHT,837857,815767
1-TNHTTHDAHT,837746,816294
1-TNHXIHZXHN,839732,816521
1-TNHXTHNXHM,837967,816021
1-TNHXTHXYHZ,839805,816145
1-TNHXZHNXHN,839926,816262
1-TNHXZHXHHD,838816,816915
1-TNHZZHMSHT,837987,816680
1-TNIDIHXYHD,838592,816988
1-TNIHIHIVHD,838570,816707
1-TNIIIHIXHD,838518,816810
1-TNIIZHDRHT,837887,816383
1-TNIIZHHOHM,838308,816476
1-TNILIHIRHT,837929,816123
1-TNILIHMJHZ,839362,816971
1-TNIMZHHXHT,837886,815771
1-TNINIHSEHT,837833,815876
1-TNITZHXEHD,838794,816913
1-TNIXIHIJHD,838516,816830
1-TNIXTHLXHD,838809,816851
1-TNIXZHHSHM,838242,816279
1-TNIXZHNJHT,837951,816365
1-TNIZTHLRHT,837730,816366
1-TNLDTHTRHD,838340,816742
1-TNLLZHSRHT,837849,815787
1-TNLNIHNRHD,838805,816979
1-TNLTTHHHHD,838349,816640
1-TNLTTHNJHT,838139,816812
1-TNLXIHIHHD,838520,816814
1-TNLXIHSJHD,838678,817006
1-TNLXTHLJHT,837720,816358
1-TNLZZHZRHT,837903,816543
1-TNMHIHDSHD,839089,816881
1-TNMIZHDXHN,839680,816793
1-TNMIZHHOHM,838283,816442
1-TNMIZHHYHM,838294,816402
1-TNMLZHHSHD,838481,816959
1-TNMMIHXEHD,838597,816986
1-TNMMIHZHHX,839938,816176
1-TNMMZHISHD,838785,816994
1-TNMNTHXHHD,838483,816838
1-TNMNZHNXHX,839959,815929
1-TNMTTHTRHD,838291,816723
1-TNMXTHLXHD,838789,816847
1-TNMXTHSXHD,838326,816881
1-TNNDTHNOHD,838219,816839
1-TNNHTHZXHI,840813,816089
1-TNNITHSRHT,837827,816182
1-TNNLIHXRHD,838560,816977
1-TNNLTHZSHT,837897,816309
1-TNNMTHDSHD,838977,816800
1-TNNMZHHJHT,837878,815811
1-TNNMZHMYHD,838375,816955
1-TNNNTHTXHD,838351,816752
1-TNNNZHNJHT,837965,816376
1-TNNSZHXAHT,837841,816303
1-TNNTTHNRHD,838396,816701
1-TNNTZHHSHT,837875,815831
1-TNNZZHIOHD,838794,816996
1-TNNZZHLXHD,838162,816936
1-TNSDIHIYHD,838578,816668
1-TNSDZHNJHT,837994,816350
1-TNSDZHSAHT,837861,815758
1-TNSDZHXEHD,838800,816912
1-TNSHIHHAHD,838441,816908
1-TNSHTHDXHN,839641,816783
1-TNSHZHISHT,837842,816466
1-TNSIIHTVHD,838244,816958
1-TNSITHTEHD,838377,816747
1-TNSIZHSXHT,837851,815774
1-TNSNIHHAHD,838472,816915
1-TNSNIHMXHN,839828,816545
1-TNSNTHZXMT,837895,816257
1-TNSNTHZXTT,837895,816257
1-TNSSTHHSHM,838903,816589
1-TNSSZHNXHN,839890,816255
1-TNSSZHSSHT,837850,815778
1-TNSTZHDSHD,839031,816711
1-TNSTZHNJHX,839985,815929
1-TNSXIHLAHT,837896,816285
1-TNTLIHNXHD,838844,816975
1-TNTLTHSSHZ,839348,816948
1-TNTMZHHJHT,837895,815843
1-TNTNIHMXHN,839829,816576
1-TNTNIHSXHT,837842,815862
1-TNTNZHMRHT,837990,816685
1-TNTSIHLEHD,838441,817030
1-TNTSTHXVHD,838543,816835
1-TNTTZHDEHD,839023,816714
1-TNTXZHIHHD,838799,816999
1-TNTZZHXXHD,838807,816914
1-TNXDIHNYHD,838794,816976
1-TNXHTHIAHT,837838,816128
1-TNXHTHTJHD,838266,816719
1-TNXIIHIXHT,837949,816117
1-TNXIZHMVHD,838431,816969
1-TNXMIHLRHD,838369,817014
1-TNXMIHSAHT,837844,815852
1-TNXMIHZXHX,839958,816126
1-TNXMZHNXHZ,839683,816501
1-TNXMZHXXHT,837862,816307
1-TNXNZHZXHN,839697,816622
1-TNXTIHSXHT,837863,815850
1-TNXTIHZVHX,839886,816148
1-TNXTIHZXHX,839887,816187
1-TNXTZHNSHD,838421,816881
1-TNXTZHNXHX,839985,815982
1-TNXZIHLRHD,838399,817021
1-TNXZZHNXHX,839960,815982
1-TNZDZHDJHD,839045,816706
1-TNZHTHXXHT,837842,816029
1-TNZLIHTEHD,838254,816963
1-TNZLZHNYHZ,839793,816263
1-TNZMTHDHHD,838978,816793
1-TNZNZHMOHD,838399,816961
1-TNZSIHIVHD,838521,816803
1-TNZSTHMXHN,839872,816542
1-TNZTTHZSHT,837896,816245
1-TSITZHLHHM,834093,814635
1-TSIZZHHJHM,833874,814587
1-TSNXTHDAHD,837639,813302
1-TSSDTHTYHZ,835296,814396
1-TSSNIHIAHZ,836112,814524
1-TSZSTHDXHD,837647,813339
1-TTDDIHSHHD,833406,816064
1-TTDDTHNEHM,832341,816255
1-TTDHIHHJHM,832606,816503
1-TTDHIHMYMZ,833751,815965
1-TTDHIHXJHD,833102,816362
1-TTDHTHMHHD,833072,816246
1-TTDHTHXYHZ,833553,816093
1-TTDLTHIAHD,833350,816194
1-TTDLTHTAHM,832837,816569
1-TTDLZHDYHZ,833934,816105
1-TTDLZHMOHM,832839,816511
1-TTDLZHTYHT,831058,815947
1-TTDMTHLOHM,832387,816397
1-TTDMZHIXHZ,833711,815991
1-TTDMZHLVHM,832566,816499
1-TTDNZHHOHM,832691,816487
1-TTDSIHSXHT,831364,815621
1-TTDSTHHXHZ,833781,816078
1-TTDSZHDSHM,832650,816266
1-TTDSZHMVHM,832840,816520
1-TTDSZHNAHD,833426,816359
1-TTDTIHSSHD,833394,816062
1-TTDTIHXRHD,833093,816355
1-TTDXIHLAHD,833397,816496
1-TTDXTHMXHX,831964,816258
1-TTDXTHTOHT,831263,815985
1-TTDZZHHVHM,832691,816501
1-TTDZZHTHHM,832607,816582
1-TTHDIHMHHD,833462,816173
1-TTHDIHTAHT,831520,816071
1-TTHDTHXXHM,832691,816419
1-TTHHTHDHHT,831216,816082
1-TTHHTHTSHT,831311,815991
1-TTHHZHXYHM,832385,816408
1-TTHIIHMVHT,831379,816103
1-TTHITHIRHD,833378,816226
1-TTHLIHLXHT,830513,815842
1-TTHLIHXYHD,833014,816394
1-TTHLTHHXHD,833548,816383
1-TTHLTHMHHT,831160,815889
1-TTHLTHSRHM,832397,816340
1-TTHMIHDAHD,833017,816510
1-TTHMIHMXHM,832712,816411
1-TTHMIHXHHD,833085,816358
1-TTHMIHXRHX,831905,816324
1-TTHMTHTYHD,833476,816512
1-TTHMZHDXHD,833150,816493
1-TTHNIHDAHM,832567,816246
1-TTHNIHDYHZ,833664,816274
1-TTHNZHMOHD,833428,816227
1-TTHSIHHHHM,832579,816527
1-TTHSTHSAHM,832405,816339
1-TTHSZHXYHZ,833740,816226
1-TTHTZHDXHZ,833792,816121
1-TTHTZHIXHD,833476,816125
1-TTHTZHIXHZ,833729,815970
1-TTHXTHHRHM,832600,816223
1-TTHXZHHVHM,832690,816474
1-TTHZTHZYHZ,833778,816052
1-TTHZZHLAHM,832554,816392
1-TTHZZHLJHM,832554,816403
1-TTIDZHDEHD,833134,816486
1-TTIDZHLYHM,832561,816484
1-TTIDZHZXHM,832768,816483
1-TTIHTHHEHM,832706,816187
1-TTIHZHDXHX,831686,816375
1-TTIIIHIYHM,832750,816517
1-TTILZHNSHM,832687,816462
1-TTILZHXSHD,832881,816454
1-TTIMIHHSHM,832582,816487
1-TTIMIHNRHM,832346,816424
1-TTIMZHNYHT,831126,815973
1-TTINIHDXHZ,833658,816267
1-TTINZHZHHM,832763,816499
1-TTISIHIAHD,833311,816198
1-TTISIHLYHT,830566,815856
1-TTISIHXVHT,831354,816120
1-TTISTHHXHM,832555,816176
1-TTISZHSJHT,831544,815900
1-TTITIHDOHT,831158,816013
1-TTITTHHHHM,832675,816201
1-TTITTHNXHN,833120,816550
1-TTITZHTSHM,832634,816579
1-TTIXTHMYHM,832232,816452
1-TTIXZHDXHX,831676,816353
1-TTIXZHNJHM,832737,816461
1-TTIXZHXYHZ,833755,816237
1-TTIZTHNEHD,833308,816341
1-TTIZTHZXHZ,833777,816057
1-TTIZZHIJHM,832683,816354
1-TTIZZHSXHT,831517,815921
1-TTLDTHHVHZ,833638,815963
1-TTLDTHNAHM,832319,816264
1-TTLDZHDOHD,833129,816484
1-TTLDZHZYHZ,833548,816113
1-TTLHTHHVHZ,833651,815976
1-TTLHTHMXHD,833063,816247
1-TTLHTHNXHZ,833773,816199
1-TTLIIHMYHM,832671,816414
1-TTLITHIOHD,833363,816208
1-TTLLZHNYHM,832683,816466
1-TTLLZHTAHM,832422,816546
1-TTLMZHIYHZ,833676,815999
1-TTLMZHXOHM,832341,816380
1-TTLNIHIRHM,832737,816517
1-TTLNTHNVHD,833297,816333
1-TTLSIHDHHM,832484,816236
1-TTLSIHMVMM,832660,816418
1-TTLSIHMVTM,832660,816418
1-TTLSTHIXHZ,833650,816183
1-TTLSTHLHHM,832387,816286
1-TTLSZHHRHM,832680,816222
1-TTLTTHIHHD,833341,816210
1-TTLTZHDXHZ,833777,816129
1-TTLTZHHOHD,833407,816423
1-TTLTZHLVHM,832566,816503
1-TTLXIHMHHM,832677,816416
1-TTLXTHHJHZ,833785,816085
1-TTLZIHTHHM,832836,816531
1-TTLZIHTOHD,832995,816525
1-TTLZZHISHD,833419,816160
1-TTLZZHISHM,832673,816354
1-TTLZZHSXHT,831513,815906
1-TTLZZHXSHM,832313,816380
1-TTMDIHTYHM,832082,816447
1-TTMDTHSOHX,831930,816264
1-TTMDZHDHHM,832703,816266
1-TTMDZHDXHZ,833766,816135
1-TTMDZHISHD,833463,816137
1-TTMHIHIOHM,832425,816492
1-TTMHTHLOHD,833345,816306
1-TTMHZHLEHD,833399,816454
1-TTMHZHSSHM,832707,816290
1-TTMIZHHEHD,833375,816452
1-TTMIZHIOHM,832665,816349
1-TTMIZHNHHM,832733,816459
1-TTMLTHMAHT,831137,815916
1-TTMMIHIHHD,833341,816176
1-TTMMTHTVHT,831287,815992
1-TTMMZHDJHZ,833773,816131
1-TTMMZHXOHM,832352,816392
1-TTMNTHNSHD,833303,816340
1-TTMNTHSAHT,831396,816043
1-TTMNZHSHHT,831529,815911
1-TTMSIHSAHT,831374,815634
1-TTMSTHIRHZ,833659,816186
1-TTMSTHIXHD,833356,816201
1-TTMSTHZRHZ,833753,816084
1-TTMSZHHSHD,833368,816457
1-TTMTIHHRHM,832605,816512
1-TTMTIHIEHD,833353,816166
1-TTMTIHNXHN,833056,816559
1-TTMTTHHJHM,832682,816205
1-TTMTZHIXHD,833473,816128
1-TTMXTHNEHD,833294,816323
1-TTMZIHXJHM,832005,816323
1-TTNDTHSSHM,832436,816331
1-TTNDZHDOHZ,833750,816138
1-TTNDZHIRHD,833459,816140
1-TTNHZHIJHM,832776,816351
1-TTNIIHSRHT,831168,815847
1-TTNITHLXHT,831399,815581
1-TTNLTHSVHM,832392,816336
1-TTNMTHLVHD,833161,816180
1-TTNMTHNYHM,832351,816252
1-TTNMZHDYHZ,833769,816133
1-TTNMZHNXHM,832791,816459
1-TTNMZHSEHT,831508,815920
1-TTNMZHSEHX,831901,816276
1-TTNMZHTHHM,832627,816580
1-TTNNIHSXHT,831221,815857
1-TTNNZHTOHM,832601,816579
1-TTNSTHSYHM,832401,816335
1-TTNTIHLEHM,832722,816211
1-TTNTIHTVHD,833034,816522
1-TTNTTHNHHM,832357,816249
1-TTNTZHIVHD,833469,816131
1-TTNTZHMAHX,831992,816250
1-TTNXIHSHHT,831197,815852
1-TTNXIHXXHD,833053,816364
1-TTNXTHHHHD,833573,816367
1-TTNXTHXOHM,832654,816432
1-TTNXZHHVHD,833384,816449
1-TTNZZHDRHD,833116,816474
1-TTNZZHIRHD,833449,816149
1-TTNZZHNOHM,832753,816460
1-TTSDIHDOHT,831137,816012
1-TTSDTHDRHN,832878,816602
1-TTSDTHXVHM,832678,816434
1-TTSDZHHRHM,832691,816505
1-TTSDZHIYHD,833456,816143
1-TTSDZHTJHM,832612,816579
1-TTSDZHXAHX,831717,816432
1-TTSHTHLHHM,832376,816447
1-TTSHTHLRHD,833344,816301
1-TTSHTHZXHZ,833788,816033
1-TTSIIHMXHD,833438,816185
1-TTSITHIEHD,833370,816217
1-TTSLIHMVHD,833389,816236
1-TTSLIHNVHM,832224,816389
1-TTSLIHTJHT,831486,816041
1-TTSLIHXXHT,831327,816124
1-TTSLTHHOHM,832372,816129
1-TTSMIHDRHM,832644,816239
1-TTSMIHDXHM,832679,816235
1-TTSMTHMAHM,832265,816462
1-TTSMZHHAHM,832691,816510
1-TTSNTHNYHD,833302,816334
1-TTSNZHMJHM,832843,816596
1-TTSSIHZOMM,832326,816464
1-TTSSTHHEHZ,833738,816033
1-TTSSTHMEHT,831174,815923
1-TTSSZHHVHD,833356,816464
1-TTSTIHDXHZ,833676,816287
1-TTSTZHIXHZ,833719,815978
1-TTSTZHMXHD,833455,816212
1-TTSTZHXSHM,832361,816393
1-TTSXIHZYHM,832801,816523
1-TTSXTHHHHM,832583,816224
1-TTSXTHNXHD,833285,816319
1-TTSXZHMEHD,833402,816246
1-TTSXZHTSHM,832574,816581
1-TTSZIHNOHM,832310,816416
1-TTSZZHHSHM,832691,816496
1-TTSZZHIYHM,832678,816351
1-TTTDZHLXHM,832560,816490
1-TTTDZHTVHT,831095,815961
1-TTTHIHSXHD,833395,816073
1-TTTHTHNVHM,832374,816243
1-TTTHZHIAHT,831323,815927
1-TTTIIHNJHD,833409,816323
1-TTTITHHXHD,833569,816370
1-TTTITHXXHM,832644,816432
1-TTTIZHDXHZ,833719,816150
1-TTTLTHNJHT,831116,815995
1-TTTLTHNSHM,832240,816278
1-TTTLTHXAHM,832629,816431
1-TTTMIHHRHM,832607,816526
1-TTTMZHZVHM,832788,816524
1-TTTNTHDSHT,831117,816037
1-TTTNTHHHHM,832617,816223
1-TTTNZHHHHM,832691,816492
1-TTTSIHMRHD,833421,816206
1-TTTSIHSSHT,831364,815670
1-TTTSTHHXHM,832569,816207
1-TTTSTHLXHT,831397,815562
1-TTTXIHDYHD,833100,816406
1-TTTXTHNRHT,831134,815996
1-TTTXZHZSHD,833436,816485
1-TTTZIHLXHM,832754,816214
1-TTTZTHDYHT,831122,816039
1-TTTZZHDJHZ,833741,816138
1-TTTZZHXHHD,832906,816457
1-TTXDIHLVHD,833413,816482
1-TTXDTHDAHM,832596,816392
1-TTXDTHLYHT,831368,815747
1-TTXDZHIXHZ,833669,816005
1-TTXDZHSSHD,833477,816434
1-TTXHIHIAHD,833357,816163
1-TTXHIHNOHM,832387,816435
1-TTXHZHIVHZ,833734,815968
1-TTXLIHLXHX,831851,816312
1-TTXLTHNOHM,832223,816273
1-TTXMIHIEHD,833343,816171
1-TTXMZHIJHZ,833703,815991
1-TTXNIHDEHM,832550,816247
1-TTXNTHZYHM,832451,816164
1-TTXNZHMVHD,833410,816243
1-TTXNZHSHHT,831524,815897
1-TTXSTHXHHM,832635,816432
1-TTXTTHDJHN,832886,816590
1-TTXTZHIYHZ,833725,815974
1-TTXTZHSRHM,832669,816294
1-TTXTZHZRHM,832787,816519
1-TTXXIHIJHT,831804,816368
1-TTXXIHIRHM,832737,816501
1-TTXXTHMVHT,831267,815946
1-TTXXTHNEHD,833290,816320
1-TTXXZHZOHM,832758,816515
1-TTXZIHIHHD,833326,816182
1-TTXZIHNXHM,832318,816417
1-TTXZTHLAHT,831367,815725
1-TTXZZHDAHM,832672,816262
1-TTZDIHSAHT,831248,815855
1-TTZDTHHHHM,832647,816212
1-TTZDZHSHHN,833201,816571
1-TTZHZHDJHM,832721,816260
1-TTZHZHIHHD,833480,816121
1-TTZIIHISHD,833321,816188
1-TTZLIHDAHM,832475,816230
1-TTZLIHLXHX,831858,816342
1-TTZLTHHSHM,832403,816155
1-TTZLTHHSHZ,833733,816020
1-TTZLZHDEHD,833084,816483
1-TTZLZHHVHM,832680,816222
1-TTZLZHIYHZ,833627,816044
1-TTZMZHZHHM,832768,816473
1-TTZNTHLYHM,832378,816334
1-TTZSIHDRHM,832503,816229
1-TTZSIHMRHM,832667,816415
1-TTZSIHNOHM,832248,816398
1-TTZSTHMSHT,831206,815942
1-TTZSTHNHHD,833297,816245
1-TTZTIHIOHD,833343,816171
1-TTZTTHMVHD,833054,816247
1-TTZTZHHVHZ,833714,816332
1-TTZTZHLRHM,832566,816509
1-TTZXTHZVHZ,833772,816060
1-TTZXZHSYHD,833432,816260
1-TTZZIHDXHZ,833666,816278
1-TTZZIHMYHD,833447,816178
1-TTZZIHNVHM,832325,816422
1-TTZZZHIJHD,833453,816146
1-TTZZZHIRHM,832689,816352
1-TXDITHZAHT,841513,815413
1-TXDXTHIVHT,841010,815768
1-TXHIIHIRHT,841400,815430
1-TXHIIHSHHT,840872,815888
1-TXHIZHTXHN,842355,813810
1-TXHLIHHXHT,841599,815447
1-TXHLIHSJHT,840848,815870
1-TXHMIHTOHT,841102,815646
1-TXHMTHXRHT,841157,815756
1-TXHNTHSXHN,842402,813756
1-TXHTZHNXHN,842148,813649
1-TXIHZHIVHT,841195,815693
1-TXIIIHIVHT,841406,815421
1-TXIIIHXVHT,840793,816027
1-TXIMTHIEHT,840977,815791
1-TXINTHIRHT,840994,815782
1-TXINTHNOHT,841232,815668
1-TXIXIHIRHT,841393,815446
1-TXLDTHLOHT,841274,815645
1-TXLHTHMSHT,841651,815485
1-TXLHZHZSHT,841350,815635
1-TXLNTHMVHT,841625,815480
1-TXLSTHLOHT,840781,816045
1-TXLTZHXYHT,841384,815534
1-TXLXTHISHT,841016,815763
1-TXMDTHMOHT,841642,815486
1-TXMHTHIVHT,840961,815801
1-TXMLIHIXHT,841455,815380
1-TXMMZHNYHN,842121,813647
1-TXMNZHDXHN,843267,814034
1-TXMSZHNAHT,840899,815860
1-TXMXZHTHHT,841652,815410
1-TXNHIHIXHT,841366,815491
1-TXNHZHZXHT,841367,815603
1-TXNHZHZYHT,841358,815621
1-TXNITHXYHT,841188,815740
1-TXNMIHTAHT,841090,815704
1-TXNMIHZSHT,841225,815637
