k,Easting,Northing
1-SKGYPPPAPB,837800,815531
1-SKKAPPWJPG,837542,815559
1-SKKAPPYYPB,837803,815572
1-SKKAWPYXPP,836675,814367
1-SKKBBPYXPK,837000,814974
1-SKKBPPERPK,836941,814400
1-SKKBPPGXPP,836055,814837
1-SKKBWPGRPP,836753,814338
1-SKKBWPWAPB,837972,815295
1-SKKDBPBJPK,837141,814530
1-SKKDGPKRPG,837261,815527
1-SKKEWPEAPK,837400,814129
1-SKKEWPKSPB,837872,815465
1-SKKGBPKYPA,834557,815218
1-SKKGPPESPK,836941,814386
1-SKKKBPDSPS,832760,816147
1-SKKKBPYRPK,837008,814968
1-SKKKPPKOPS,832895,815874
1-SKKKWPKAPK,837048,814344
1-SKKPGPDRPK,837161,814344
1-SKKPGPGXPS,832638,816091
1-SKKPPPKAPB,837839,815499
1-SKKPWPAHPS,832744,815852
1-SKKSBPKAPB,837860,815495
1-SKKSGPDXPK,837178,814345
1-SKKSPPSRPE,833447,815967
1-SKKSWPKOPS,832723,815947
1-SKKSWPWAPB,837964,815293
1-SKKYGPBEPE,833686,815548
1-SKKYPPBSPE,833649,815762
1-SKPAWPKRPE,833656,815824
1-SKPBGPESPK,837175,815046
1-SKPBGPGXPS,832588,816020
1-SKPBGPPAPK,837163,814541
1-SKPDBPDXPK,837066,814300
1-SKPDWPKXPE,833687,815763
1-SKPEBPDXPG,837201,815556
1-SKPEPPAAPK,837120,814451
1-SKPEWPYRPK,836854,815295
1-SKPGBPPXPK,837587,813813
1-SKPGGPEJPK,837166,815030
1-SKPGPPAOPA,834461,815244
1-SKPGWPPAPG,836935,815549
1-SKPKPPDRPK,837195,814637
1-SKPKWPPXPK,837589,813849
1-SKPKWPSJPE,833587,815500
1-SKPPBPEAPK,837217,815060
1-SKPPBPWXPE,833544,815890
1-SKPPGPSJPS,833038,816200
1-SKPPWAPEPK,837326,814307
1-SKPPWAPJPK,837236,814809
1-SKPPWAPXPA,834304,815127
1-SKPPWAPXPB,837573,814380
1-SKPPWAPXPE,833597,815736
1-SKPPWAPXPG,837331,815435
1-SKPPWBPEPE,833407,816001
1-SKPPWBPJPK,837069,814254
1-SKPPWBPXPA,834321,815121
1-SKPPWBPXPS,832654,816158
1-SKPPWDPEPK,837324,814334
1-SKPPWDPXPS,832610,816133
1-SKPPWEPEPB,837740,815489
1-SKPPWEPEPE,833585,815780
1-SKPPWEPXPA,834188,815232
1-SKPPWEPXPB,837886,815364
1-SKPPWGPEPE,833503,815940
1-SKPPWGPXPA,834197,815273
1-SKPPWGPXPE,833468,815726
1-SKPPWGPXPS,833054,816050
1-SKPPWGPXPW,838088,815156
1-SKPPWKPEPE,833466,815905
1-SKPPWKPEPK,837021,814027
1-SKPPWKPJPK,837440,814305
1-SKPPWKPXPE,833610,815836
1-SKPPWKPXPG,837509,815558
1-SKPPWKPXPP,836209,814809
1-SKPPWKPXPS,833046,816126
1-SKPPWPKXPG,837023,815539
1-SKPPWPPEPB,837792,815478
1-SKPPWPPEPE,833612,815552
1-SKPPWPPEPK,836779,814302
1-SKPPWPPJPE,833390,815715
1-SKPPWSPEPB,837754,815523
1-SKPPWSPEPE,833180,815859
1-SKPPWSPEPK,837844,815161
1-SKPPWSPXPB,838016,815211
1-SKPPWSPXPG,837127,815586
1-SKPPWSPXPK,837227,814414
1-SKPPWWPEPK,837416,814201
1-SKPPWWPXPB,837788,815475
1-SKPPWWPXPS,832081,816139
1-SKPPWYPEPE,832557,815770
1-SKPPWYPXPB,837964,815229
1-SKPPWYPXPE,833630,815587
1-SKPSPPGSPB,837956,815170
1-SKPWBPPVPA,834356,815081
1-SKPWGPBXPK,837223,814477
1-SKPWWPPOPE,833466,815985
1-SKPYBPWXPE,833624,815812
1-SKPYGPBSPB,837936,815020
1-SKPYPPKXPB,837826,815513
1-SKSAWPBAPK,837343,814273
1-SKSAWPGXPP,836743,814292
1-SKSBBPSXPK,837408,813932
1-SKSBGPARPA,834591,815208
1-SKSDBPDVPA,834575,815112
1-SKSDBPWJPK,837232,814475
1-SKSGBPYSPE,833428,815981
1-SKSGGPDXPK,837222,814356
1-SKSGGPYRPB,837892,815090
1-SKSKBPGYPE,833424,815792
1-SKSKGPEAPK,837180,815059
1-SKSKPPDRPB,838028,815313
1-SKSPPPBSPE,833673,815772
1-SKSPWPYSPK,836858,815285
1-SKSSGPPXPK,837095,814576
1-SKSSGPYXPE,833499,815849
1-SKSSWPYHPP,836701,814370
1-SKSWBPWJPS,832697,816150
1-SKSYBPAXPE,833654,815639
1-SKSYBPDRPB,837695,815490
1-SKSYGPBVPW,838005,814584
1-SKSYGPDSPE,833477,815810
1-SKSYGPWSPK,837177,814404
1-SKSYPPSXPK,837512,813885
1-SKWAPPKJPB,837812,815480
1-SKWAWPKJPG,837051,815550
1-SKWAWPYAPK,836852,815301
1-SKWBBPWOPK,837209,814511
1-SKWBGPBJPB,837930,814997
1-SKWBGPKRPG,837247,815531
1-SKWBGPPXPE,833671,815834
1-SKWBWPEJPB,837848,815561
1-SKWBWPGSPE,833187,815923
1-SKWDWPAAPE,833656,815677
1-SKWDWPGXPP,836719,814301
1-SKWDWPPXPE,833473,815969
1-SKWEBPDAPE,833598,815653
1-SKWEBPYYPK,837009,814955
1-SKWEGPYJPK,836989,814985
1-SKWEPPAXPB,837898,815447
1-SKWEWPBJPB,837834,815430
1-SKWEWPKAPG,837044,815547
1-SKWEWPKJPK,837037,814357
1-SKWGGPDXPE,833492,815805
1-SKWGWPPSPY,837903,815602
1-SKWKGPBAPK,837174,814506
1-SKWPGPDHPK,837174,814340
1-SKWPWPBAPG,837291,815461
1-SKWPWPGXPG,836987,815579
1-SKWPWPKSPG,837030,815543
1-SKWSGPWXPS,832670,816162
1-SKWSPPBRPE,833669,815781
1-SKWSPPPRPG,836958,815765
1-SKWSWPKRPG,837037,815544
1-SKWWBPDOPK,837153,814329
1-SKWWBPEYPK,837139,815039
1-SKWWGPGHPP,836776,814233
1-SKWYWPEJPK,837150,814444
1-SKWYWPPSPG,836950,815511
1-SKWYWPYXPE,833329,815955
1-SKYABPYHPA,834682,815089
1-SKYAWPGAPG,837008,815587
1-SKYBBPPSPS,832657,815988
1-SKYBWPGXPG,837024,815595
1-SKYBWPKSPG,837064,815556
1-SKYBWPYJPK,836847,815307
1-SKYDBPWRPK,837231,814485
1-SKYDPPYAPB,837819,815582
1-SKYDWPASPG,837119,815654
1-SKYDWPBXPB,838001,815152
1-SKYEBPBXPB,837914,815451
1-SKYEBPGXPK,837551,813727
1-SKYEPPPJSK,837133,814603
1-SKYEPPPXPW,838148,814455
1-SKYEWPGRPG,837001,815584
1-SKYEWPPSPB,837990,815228
1-SKYGBPPAPG,837402,815603
1-SKYGPPAVPS,832562,816136
1-SKYGWPKXPB,837883,815471
1-SKYKBPDEPK,837021,814287
1-SKYKBPDJPK,837038,814303
1-SKYKGPPXPS,832670,816147
1-SKYKGPYVPS,832938,815938
1-SKYKWPGJPG,837016,815590
1-SKYPBPPSPB,838077,815124
1-SKYPGPBYPA,834204,815186
1-SKYPGPPJPK,837673,813687
1-SKYPWPSJPK,837290,814395
1-SKYSBPDXPA,834536,815088
1-SKYSPPAOPK,837128,814452
1-SKYSWPGAPK,837380,814299
1-SKYSWPGSPG,836994,815581
1-SKYWBPPSPE,833683,815821
1-SKYWWPBRPE,833597,815596
1-SKYYPPDSPB,838053,815292
1-SSAABPAEPA,833174,816467
1-SSAAPPGYPE,832840,816421
1-SSABBPBAPK,833738,816121
1-SSABBPBVPA,833575,816164
1-SSABBPDEPE,832516,816359
1-SSABBPWJPA,833291,816550
1-SSABWPKHPA,833224,816298
1-SSADBPAOPE,832506,816268
1-SSADBPPXPE,832411,816456
1-SSADWPDSPE,832747,816323
1-SSADWPPAPK,833585,815957
1-SSAEBPYRPA,833381,816205
1-SSAEPPEVPE,832390,816491
1-SSAEPPGEPS,831508,816165
1-SSAEPPPSPE,832755,816187
1-SSAEPPWHPA,833356,816258
1-SSAEWPGYPA,832860,816430
1-SSAEWPKAPS,831221,816011
1-SSAGBPKSPA,833197,816318
1-SSAGWPSYPE,832563,816542
1-SSAKBPYRPA,833367,816188
1-SSAKGPAJPK,833775,815946
1-SSAKGPDVPA,833205,816170
1-SSAKGPEXPK,833753,816011
1-SSAKGPEYPE,832777,816411
1-SSAKPPASPA,833047,816269
1-SSAPBPGSPA,832861,816456
1-SSAPBPKXPA,833134,816348
1-SSAPGPGAPA,833247,816404
1-SSAPGPGHPS,831609,816040
1-SSAPGPPYPA,833278,816530
1-SSASGPBRPE,832576,816470
1-SSASWPBVPA,833330,816432
1-SSASWPEXPK,833797,816098
1-SSASWPKOPE,832076,816195
1-SSAWBPBXPB,833081,816565
1-SSAWGPPRPE,832607,816499
1-SSAWPPWHPE,832372,816248
1-SSAYBPSRPS,831728,816370
1-SSAYGPESPE,832745,816413
1-SSAYGPGSPA,833138,816359
1-SSBAPPSYPK,833460,816006
1-SSBBPPYAPS,830485,815823
1-SSBDBPAXPK,833845,816010
1-SSBDBPSOPE,832322,816518
1-SSBDGPSRPS,831564,816093
1-SSBDWPPXPK,833577,815969
1-SSBEGPBHPE,832567,816465
1-SSBEGPKVPE,832760,816285
1-SSBEGPYYPK,833578,816028
1-SSBEPPGYPK,833817,816007
1-SSBEPPSYPK,833479,816010
1-SSBEWPPVPK,833632,816278
1-SSBGBPARPE,832583,816280
1-SSBGBPKVPA,833204,816312
1-SSBGBPSHPG,831961,816396
1-SSBGBPSVPE,832330,816520
1-SSBGGPEXPK,833770,815991
1-SSBGPPWSPA,833325,816220
1-SSBKBPGXPB,832932,816567
1-SSBKGPBYPE,832454,816451
1-SSBKPPBSPA,833331,816307
1-SSBKPPWOPA,833335,816232
1-SSBKWPESPS,831310,816070
1-SSBKWPPXPE,832802,816594
1-SSBPBPYOPE,832502,816291
1-SSBPGPAXPS,831209,816025
1-SSBPGPKHPA,833133,816322
1-SSBPPPPJPA,833110,816126
1-SSBPWPEYPK,833802,816091
1-SSBPWPGJPE,832648,816485
1-SSBPWPSYPS,831444,816017
1-SSBSGPGJPA,833227,816391
1-SSBSPPAHPA,833185,816354
1-SSBSWPSSPS,831445,815992
1-SSBWPPASPA,833152,816122
1-SSBWPPKXPK,833790,816030
1-SSBWPPPXPK,833667,815992
1-SSBYBPAHPE,832489,816269
1-SSBYBPDSPK,834038,816199
1-SSBYBPEVPE,832819,816406
1-SSBYPPDEPA,833363,816238
1-SSBYPPKEPE,832381,816154
1-SSBYPPWSPE,832365,816259
1-SSDABPDSPE,832516,816359
1-SSDAGPYYPA,833401,816199
1-SSDBGPDRPA,833300,816241
1-SSDBGPEEPE,832770,816415
1-SSDBPPSAPE,832312,816546
1-SSDBPPWHPA,833328,816224
1-SSDBWPARPE,832100,816166
1-SSDDWPSRPS,831381,815945
1-SSDDWPWHPB,832985,816590
1-SSDDWPYYPA,833323,816240
1-SSDEBPDRPE,832531,816359
1-SSDEBPYJPA,833377,816201
1-SSDEPPBXPS,831193,816007
1-SSDEWPAVPS,831554,815939
1-SSDGGPEHPE,832759,816410
1-SSDGGPERPA,833494,816136
1-SSDGGPYXPA,833379,816177
1-SSDKBPWJPE,832062,816373
1-SSDKBPWYPA,833295,816547
1-SSDKGPEESS,831080,815829
1-SSDKWPKXPE,832120,816185
1-SSDPPPKXPS,831623,815999
1-SSDSBPYEPS,831445,816065
1-SSDSGPGVPA,833202,816377
1-SSDSPPAHPA,833179,816355
1-SSDSWPAOPA,833383,816293
1-SSDSWPSJPA,832871,816514
1-SSDWGPDEPA,833367,816148
1-SSDWGPEYPK,833760,815978
1-SSDWGPGYPA,833110,816352
1-SSDWPPERPA,833081,816246
1-SSDWPPWJPA,833349,816309
1-SSDWWPEHPS,831291,816070
1-SSDYGPAHPE,832729,816243
1-SSDYGPYSPE,832303,816309
1-SSDYWPSOPS,831368,815976
1-SSEABPEAPG,832021,816253
1-SSEABPGYPK,833712,816219
1-SSEABPYOPA,833374,816196
1-SSEAGPYRPA,833407,816205
1-SSEAPPBOPE,832112,816216
1-SSEAWPSOPE,832607,816536
1-SSEBGPSVPA,833128,816512
1-SSEBPPBEPS,831165,816002
1-SSEBPPGRPE,832797,816431
1-SSEBPPSRPS,831364,816001
1-SSEDPPGXPK,833775,815946
1-SSEDWPDJPS,831740,816394
1-SSEDWPYXPS,831267,816010
1-SSEEPPDAPA,833188,816150
1-SSEEPPDXPE,832828,816369
1-SSEGGPDXPA,833294,816241
1-SSEGGPSAPG,831940,816314
1-SSEGPPBRPE,832473,816401
1-SSEGPPKEPE,832095,816134
1-SSEKBPKOPA,833178,816336
1-SSEKPPPHPE,832729,816183
1-SSEPBPBXPE,832673,816466
1-SSESGPDSPA,833229,816140
1-SSESGPYJPE,832380,816307
1-SSESGPYVPA,833444,816249
1-SSESPPDRPG,831866,816360
1-SSESPPYEPE,832672,816317
1-SSESWPAXPE,832060,816169
1-SSESWPDOPS,831761,816370
1-SSESWPEXPK,833799,816095
1-SSESWPEYPE,832565,816417
1-SSESWPGJPE,832646,816475
1-SSEWBPGHPS,831601,816043
1-SSEWGPDYPA,833373,816143
1-SSEWGPESPE,832733,816414
1-SSEWGPYYPA,833390,816080
1-SSEWWPBYPE,832015,816355
1-SSEWWPESPA,833197,816341
1-SSEWWPSAPE,832434,816514
1-SSEWWPYAPS,831279,815923
1-SSEYBPDXPS,831591,816228
1-SSEYBPGHPS,831593,816052
1-SSEYPPDEPA,833370,816243
1-SSEYWPYSPA,833320,816237
1-SSGABPEYPA,833337,816295
1-SSGAPPSXPE,832374,816554
1-SSGAWPPXPK,833624,816289
1-SSGBWPKXPE,832134,816189
1-SSGDGPBHPE,832416,816445
1-SSGDWPAXPS,831574,815954
1-SSGDWPEVPS,831299,816068
1-SSGEGPSAPA,833161,816495
1-SSGEPPSXPE,832404,816573
1-SSGEWPKRPE,832101,816198
1-SSGGGPAOPE,832743,816237
1-SSGGPPARPA,833051,816288
1-SSGKBPAXPE,832594,816265
1-SSGKWPEOPA,833228,816317
1-SSGPBPYVPA,833394,816218
1-SSGPPPKVPS,831593,815977
1-SSGSGPGSPA,833214,816380
1-SSGSGPGXPA,833221,816383
1-SSGSWPKAPE,832092,816199
1-SSGWBPSHPE,832314,816515
1-SSGWGPAYPS,831165,816015
1-SSGWGPWHPA,833477,816434
1-SSGWPPAYPA,833136,816134
1-SSGWPPDYPA,833356,816230
1-SSGWPPEEPE,832309,816461
1-SSGWWPDSPE,832685,816320
1-SSGYBPYXPS,831511,815988
1-SSGYGPDHPS,831469,816115
1-SSGYGPGEPA,833129,816360
1-SSGYGPGXPK,833595,816207
1-SSGYGPYSPA,833381,816083
1-SSGYWPESPA,833201,816338
1-SSGYWPPVPS,831398,816023
1-SSKABPAHPE,832607,816267
1-SSKDBPAEPS,831220,816024
1-SSKDBPGAPG,831922,816333
1-SSKDPPBYPE,832469,816394
1-SSKDPPGVPE,832769,816429
1-SSKDWPKOPS,831212,816012
1-SSKEWPAAPA,833425,816275
1-SSKEWPDHPE,832793,816315
1-SSKGGPEHPK,833738,815982
1-SSKGGPYYPK,833551,816032
1-SSKGPPBHPE,832471,816398
1-SSKGWPEXPA,833208,816332
1-SSKKBPAYPE,832600,816268
1-SSKKBPEOPE,832835,816345
1-SSKKGPDVPA,833192,816174
1-SSKKGPKVPB,833197,816549
1-SSKKPPEYPS,831330,815963
1-SSKPBPAXPE,832636,816264
1-SSKPBPEEPE,832841,816504
1-SSKSGPGAPA,833234,816395
1-SSKSGPKJPE,832760,816278
1-SSKSPPEHPE,832408,816493
1-SSKSPPWOPE,832365,816372
1-SSKWBPAVPS,831214,816027
1-SSKWBPDAPS,831560,816209
1-SSKWGPASPE,832708,816238
1-SSKWPPPXPA,833116,816115
1-SSKWWPDOPE,832690,816318
1-SSKWWPPXPA,833559,816146
1-SSKWWPSEPE,832430,816512
1-SSKYBPAJPK,833836,815999
1-SSKYGPEYPK,833764,815982
1-SSKYGPPYPE,832606,816487
1-SSKYGPYXPK,833539,816037
1-SSKYPPPYPK,833761,816091
1-SSPABPESPA,833354,816291
1-SSPAGPDXPS,831488,816142
1-SSPAGPYAPE,832370,816311
1-SSPAPPGVPK,833793,815966
1-SSPBBPEJPS,831060,815898
1-SSPBBPEXPE,832835,816341
1-SSPBBPGYPS,831586,816056
1-SSPBBPYXPA,833363,816183
1-SSPBGPDXPA,833394,816166
1-SSPBGPSJPA,833135,816508
1-SSPBGPYXPE,832344,816311
1-SSPBWPDAPE,832772,816313
1-SSPBWPDEPS,831747,816390
1-SSPDBPBYPK,833763,816113
1-SSPDBPSSPE,832325,816522
1-SSPDGPYXPE,832315,816310
1-SSPDPPERPE,832334,816483
1-SSPDWPAHPE,832112,816165
1-SSPEBPEYPA,833371,816276
1-SSPEBPGSPA,833305,816403
1-SSPEGPBJPE,832572,816467
1-SSPEGPPVPK,833668,816313
1-SSPEPPPEPG,831671,816334
1-SSPEPPSYPK,833502,816007
1-SSPEWPAJPA,833406,816254
1-SSPGBPBHPA,833568,816187
1-SSPGPPBJPE,832479,816408
1-SSPGPPBOPE,832475,816405
1-SSPGPPSOPS,831327,816002
1-SSPKBPPRPE,832435,816460
1-SSPKGPBXPE,832561,816468
1-SSPKPPSHPS,831391,816012
1-SSPKPPYXPE,832648,816319
1-SSPKWPSJPS,831436,815969
1-SSPPWAPEPA,833120,816449
1-SSPPWAPEPE,832133,816210
1-SSPPWAPJPE,832553,816206
1-SSPPWBPEPE,832493,816358
1-SSPPWBPEPK,833758,815763
1-SSPPWBPXPA,833286,816222
1-SSPPWBPXPE,832642,816413
1-SSPPWDPEPK,833688,816276
1-SSPPWDPEPS,831299,815963
1-SSPPWDPJPE,832647,816509
1-SSPPWDPJPS,830448,815806
1-SSPPWDPXPE,832776,816198
1-SSPPWDPXPG,831395,815952
1-SSPPWEPEPA,833269,816424
1-SSPPWEPEPE,832976,816480
1-SSPPWEPJPE,832617,816298
1-SSPPWEPXPE,832419,816173
1-SSPPWEPXPG,831309,816016
1-SSPPWEPXPK,833369,816106
1-SSPPWGPEPE,832982,816531
1-SSPPWGPEPK,833553,815944
1-SSPPWGPEPS,831067,815919
1-SSPPWGPXPA,833037,816489
1-SSPPWGPXPG,831746,816476
1-SSPPWKPEPA,833157,816409
1-SSPPWKPEPE,832785,816488
1-SSPPWKPEPS,830801,815834
1-SSPPWKPJPE,832377,816536
1-SSPPWKPXPE,832718,816436
1-SSPPWKPXPG,831125,815957
1-SSPPWPDSPE,832822,816312
1-SSPPWPPEPE,833066,816254
1-SSPPWPPEPS,831495,815952
1-SSPPWPPHPS,831147,815847
1-SSPPWPPJPE,832526,816237
1-SSPPWSPEPK,833640,816005
1-SSPPWSPJPE,832176,816510
1-SSPPWSPXPA,833088,816513
1-SSPPWSPXPB,833352,816544
1-SSPPWSPXPE,832713,816385
1-SSPPWSPXPG,831504,816060
1-SSPPWSPXPK,833642,816028
1-SSPPWSPXPS,831178,815988
1-SSPPWWPAPS,830638,815882
1-SSPPWWPJPE,832582,816507
1-SSPPWWPXPA,833235,816309
1-SSPPWWPXPE,832235,816405
1-SSPPWWPXPG,831941,816267
1-SSPPWYPJPS,831421,815963
1-SSPPWYPXPE,833279,816422
1-SSPPWYPXPG,831901,816305
1-SSPSGPASPE,832793,816237
1-SSPWBPDXPS,831578,816217
1-SSPWBPDYPE,832436,816353
1-SSPWWPSVPE,832438,816516
1-SSPYGPPYPA,833343,816408
1-SSPYWPAOPS,831590,815963
1-SSPYWPKEPE,832080,816218
1-SSSAGPYJPA,833416,816211
1-SSSAGPYOPA,833412,816207
1-SSSAWPASPA,833518,816190
1-SSSAWPGJPE,832674,816514
1-SSSBBPEVPE,832833,816338
1-SSSBBPKAPA,833185,816326
1-SSSBGPDHPA,833333,816207
1-SSSBPPWRPA,833331,816228
1-SSSBWPGHPE,832671,816497
1-SSSDBPYJPG,831892,816278
1-SSSDGPBJPE,832422,816443
1-SSSDGPYVPA,833377,816171
1-SSSDPPGJPE,832778,816429
1-SSSDPPPYPK,833767,816097
1-SSSDPPWVPE,832402,816437
1-SSSDWPGVPE,832665,816475
1-SSSEBPAAPE,832621,816267
1-SSSEGPAXPE,832779,816238
1-SSSGBPBRPK,833761,816108
1-SSSGBPKOPA,833194,816321
1-SSSGWPBAPG,831756,816432
1-SSSGWPDEPE,832760,816315
1-SSSGWPGYPE,832673,816485
1-SSSKPPGYPE,832813,816427
1-SSSKPPSYPK,833446,816013
1-SSSKPPWYPK,833648,816361
1-SSSKWPEJPA,833228,816317
1-SSSPBPBJPE,832678,816462
1-SSSPGPSAPE,832309,816517
1-SSSPGPYHPA,833452,816252
1-SSSPPPSXPK,833517,816001
1-SSSPPPWHPA,833294,816211
1-SSSPPPYYPK,833625,816020
1-SSSPWPEYPA,833259,816277
1-SSSPWWPJWK,833777,816107
1-SSSSGPBJPE,832580,816467
1-SSSSGPGAPS,831611,816025
1-SSSSGPKHPA,833144,816324
1-SSSSGPKXPE,832761,816270
1-SSSSWPSXPA,832882,816526
1-SSSWGPBRPE,832401,816434
1-SSSWPPGHPE,832741,816427
1-SSSWPPKVPK,833794,816025
1-SSSWPPPXPK,833758,816088
1-SSSYBPSXPE,832317,816520
1-SSSYGPGXPE,832033,816312
1-SSSYPPGVPE,832764,816427
1-SSSYPPSYPS,831320,815999
1-SSSYWPPYPK,833572,815974
1-SSWABPAAPE,832603,816264
1-SSWABPESPE,832835,816351
1-SSWAGPAAPA,833083,816454
1-SSWAGPAVPE,832756,816237
1-SSWAPPPOPA,833141,816096
1-SSWBGPEAPK,833743,815999
1-SSWBGPPJPS,831536,816138
1-SSWBGPSXPA,833109,816507
1-SSWBPPSYPK,833417,816028
1-SSWBWPKXPA,833224,816298
1-SSWDBPBAPE,832626,816463
1-SSWDGPSYPE,832125,816467
1-SSWDPPBRPE,832467,816385
1-SSWEBPAJPE,832611,816265
1-SSWEGPDVPA,833216,816152
1-SSWEWPPYPK,833628,816287
1-SSWEWPSOPA,832860,816406
1-SSWGBPDXPS,831386,815735
1-SSWGBPYJPE,832424,816302
1-SSWGWPEVPA,833208,816332
1-SSWGWPPRPK,833612,815950
1-SSWKBPKJPE,832392,816451
1-SSWKWPSOPE,832583,816540
1-SSWPBPAHPS,831271,816034
1-SSWPBPYRPS,831423,816091
1-SSWPPPSSPE,832568,816617
1-SSWSBPEAPE,832840,816490
1-SSWSGPYOPG,831886,816274
1-SSWSPPGXPK,833820,816011
1-SSWSPPWAPE,832355,816364
1-SSWSWPGSPS,831146,816081
1-SSWSWPSAPA,832869,816480
1-SSWSWPSSPA,832868,816471
1-SSWSWPSXPA,832869,816488
1-SSWWBPWRPS,831651,815983
1-SSWWPPKAPS,831111,816054
1-SSWWWPSJPE,832426,816510
1-SSWYGPSJPS,831537,816083
1-SSWYPPBSPE,832459,816381
1-SSWYPPKEPS,831110,816058
1-SSWYWPAXPE,832148,816181
1-SSYABPBAPE,832654,816461
1-SSYABPYRPA,833370,816192
1-SSYABPYVPS,831476,816027
1-SSYAPPGYPE,832827,816420
1-SSYBPPGOPE,832791,816426
1-SSYBPPKJPS,831105,816072
1-SSYBWPEHPA,833215,816326
1-SSYDGPDVPA,833269,816270
1-SSYDGPEXPK,833766,815987
1-SSYDPPKSPS,831109,816063
1-SSYDWPAXPE,832118,816172
1-SSYEBPKRPA,833154,816346
1-SSYEPPPEPK,833815,816145
1-SSYKBPYXPE,832445,816300
1-SSYKGPAAPS,831178,816019
1-SSYKPPASPS,831279,816065
1-SSYKPPGOPE,832804,816427
1-SSYPGPAJPE,832468,816269
1-SSYPGPYSPE,832389,816309
1-SSYPWPGOPA,832879,816414
1-SSYSBPYSPA,833386,816211
1-SSYSPPESPS,831359,815975
1-SSYSPPPJPE,832768,816177
1-SSYSPPPYPG,831699,816394
1-SSYSWPGXPS,831200,816091
1-SSYSWPPXPE,832829,816592
1-SSYSWPSAPA,832870,816497
1-SSYWBPESPS,831064,815877
1-SSYWGPWYPA,833459,816439
1-SSYWWPPAPK,833535,816004
1-SSYYGPPYPE,832607,816494
1-SSYYPPWJPE,832373,816254
1-SSYYPPYSPE,832592,816339
1-SSYYWPYJPA,833314,816230
1-SUJCURQXRV,816073,826774
1-SWABGPKAPB,839935,808855
1-SWAEPPYXPB,840006,809498
1-SWAYPPBXPB,839804,808897
1-SWBABPARPE,837826,812412
1-SWBAWPWXPD,844053,810177
1-SWBBGPAXPB,839992,808719
1-SWDDGPEYPB,839967,808775
1-SWEPPPKXPB,840013,808759
1-SWEYWPASPB,839989,808757
1-SWGGGPWXPB,840426,808684
1-SWGSPPWVPE,838689,809936
1-SWKAGPGHPE,838501,811026
1-SWKWWPBAPK,840269,809681
1-SWPAGPWXPE,838616,811092
1-SWPDWPGXPB,839867,808929
1-SWPEPPKYPB,840015,808783
1-SWPEWPBXPB,839994,808833
1-SWPPBPYXPB,839879,809091
1-SWPPWBPJPE,838615,809979
1-SWPPWEPXPE,838297,811094
1-SWPSWPDHPS,836480,812228
1-SWPYGPPXPB,839164,808803
1-SWSDBPAYPA,838932,808989
1-SWSDPPDHPE,838714,810631
1-SWWBBPKXPB,839943,808843
1-SWWEBPYHPE,838622,810520
1-SWWPGPBYPB,839960,808852
1-SWWPPPKXPE,837571,811162
1-SWWWWPPRPP,837901,814147
1-SWWYGPAXPB,839993,808731
1-SWYEPPPOPB,839153,808728
1-SWYPGPAYPE,837799,812456
1-SWYPPPKYPE,837529,811237
1-SWYWBPSXPB,840139,809359
1-SWYWWPGAPE,838675,810633
1-SYABWPGXPK,836626,814131
1-SYBBPPAXPE,834577,814904
1-SYBWGPEXPE,834847,814259
1-SYGABPDOPE,833843,814404
1-SYKPPPAAPE,834460,814891
1-SYPEGPKYPE,833454,813551
1-SYPKGPDAPK,836153,814458
1-SYPPWDPYPE,834046,814498
1-SYPPWGPRPE,833821,814578
1-SYPPWPEVPE,834427,814942
1-SYPWBPDXPK,836183,814409
1-SYPYGPKYPK,835373,814519
1-SYSPWPPEPE,834822,814219
1-SYWGBPPSPE,833615,814721
1-SYYBBPKAPE,833368,813530
1-SYYKPPKXPK,835129,814578
1-TDDDTHSXHD,836623,815619
1-TDDDZHMRHD,836534,815561
1-TDDHZHIRHT,835840,815250
1-TDDITHXJHT,836005,815045
1-TDDIZHNRHT,835416,815241
1-TDDLZHDJHT,835452,815244
1-TDDMTHXRHM,836895,815481
1-TDDNTHZEHD,836168,815574
1-TDDNZHXSHT,835608,815240
1-TDDTIHLEHT,835372,815321
1-TDDTZHXXHM,836810,815602
1-TDDXIHLJHM,836815,815403
1-TDDXIHXXHT,835501,815234
1-TDDXTHIJHT,835590,815189
1-TDDZTHHYHM,836670,815528
1-TDHDIHLSHM,836829,815410
1-TDHDIHSYHT,835879,815268
1-TDHDIHZAHM,836603,815301
1-TDHDZHTXHT,835795,815426
1-TDHHTHDYTD,836833,815677
1-TDHHTHSXHM,836473,815415
1-TDHIZHHSHT,835378,815217
1-TDHIZHZAHT,836145,815528
1-TDHLIHNAHT,835531,815260
1-TDHLTHTXHM,836202,815296
1-TDHLZHHSHT,835355,815233
1-TDHLZHTAHM,836072,815408
1-TDHMTHNSHT,835978,814924
1-TDHTTHDSHT,835987,814940
1-TDHTZHDXHT,836021,815030
1-TDHTZHHAHT,835909,815202
1-TDHTZHMJHD,836519,815558
1-TDHXIHLHHT,835381,815294
1-TDHXZHZAHM,836565,815408
1-TDHZTHNSHM,836879,815603
1-TDHZZHMSHM,835959,815327
1-TDIDZHHSHT,835950,815206
1-TDIITHXRHT,836010,815047
1-TDILTHSJHT,835968,814970
1-TDILZHSRHT,835959,815244
1-TDINIHIEHD,836454,815557
1-TDINIHMVHT,835653,815295
1-TDINTHDXHT,835362,815148
1-TDINZHZJHT,836070,815517
